Ohnolog1	Ohnolog2
EEA1	GOLGA4
ACOT7	AC098591.1
SLC2A7	SLC2A9
SLC2A7	AP000350.10
SLC2A7	SLC2A11
SLC2A9	SLC2A5
SLC2A5	AP000350.10
SLC2A5	SLC2A11
HCRTR1	NPFFR2
HCRTR1	HCRTR2
NPFFR2	NPY2R
NPFFR2	NPFFR1
HCRTR2	GPR83
NPY2R	PRLHR
NPY2R	NPFFR1
NPY2R	GPR83
NPY2R	BRS3
ADAM30	ADAM29
ADAM30	ADAM22
ADAM30	ADAM12
ADAM30	ADAM8
ADAM30	ADAM33
ADAM29	ADAM19
ADAM29	ADAM28
ADAM29	ADAM7
ADAM29	ADAM18
ADAM29	ADAM9
ADAM29	ADAM2
ADAM29	ADAM32
ADAM29	ADAM8
ADAM29	ADAM12
ADAM29	ADAM21
ADAM29	ADAM20
ADAM29	ADAM33
ADAM22	ADAM23
ADAM22	ADAM11
ADAM12	ADAM2
ADAM12	ADAM18
ADAM12	ADAM32
ADAM12	ADAM7
ADAM12	ADAM9
ADAM12	ADAM28
ADAM12	ADAM19
ADAM12	ADAM33
ADAM12	ADAM15
ADAM8	ADAM2
ADAM8	ADAM18
ADAM8	ADAM32
ADAM8	ADAM7
ADAM8	ADAM9
ADAM8	ADAM28
ADAM8	ADAM19
ADAM8	ADAM33
ADAM8	ADAM15
ADAM33	ADAM2
ADAM33	ADAM18
ADAM33	ADAM32
ADAM33	ADAM7
ADAM33	ADAM9
ADAM33	ADAM28
ADAM33	ADAM19
ADAM33	ADAM21
ADAM33	ADAM20
ADAM33	ADAM15
ADAM19	ADAM2
ADAM19	ADAM18
ADAM19	ADAM32
ADAM19	ADAM7
ADAM19	ADAM9
ADAM19	ADAM28
ADAM19	ADAM11
ADAM19	ADAM20
ADAM19	ADAM21
ADAM28	ADAM15
ADAM28	ADAM23
ADAM28	ADAM11
ADAM28	ADAM9
ADAM7	ADAM15
ADAM7	ADAM23
ADAM7	ADAM11
ADAM7	ADAM9
ADAM18	ADAM15
ADAM18	ADAM23
ADAM18	ADAM11
ADAM9	ADAM15
ADAM9	ADAM23
ADAM9	ADAM11
ADAM2	ADAM15
ADAM2	ADAM23
ADAM2	ADAM11
ADAM32	ADAM15
ADAM32	ADAM23
ADAM32	ADAM11
NENF	PGRMC2
NENF	CYB5D2
PGRMC2	PGRMC1
TLR5	TLR2
TLR5	TLR4
TLR5	TLR3
TLR2	TLR6
TLR2	TLR10
TLR2	TLR1
TLR2	TLR7
TLR4	TLR8
TLR7	TLR3
TSSK3	TSSK1B
TSSK3	TSSK6
TSSK1B	TSSK6
GJA4	GJB2
GJA4	GJA3
GJB2	GJB5
GJB2	GJB7
GJB2	GJB4
GJB2	GJB3
GJB2	GJB1
GJA3	GJA9
OXCT2	OXCT1
ELOVL1	ELOVL7
ELOVL1	ELOVL2
ELOVL2	ELOVL5
KIF2C	KIF2A
PLK3	PLK2
ZSWIM5	ZSWIM6
ZSWIM5	ZSWIM4
ZSWIM5	ZSWIM8
ZSWIM6	ZSWIM4
ZSWIM6	ZSWIM8
GPBP1L1	GPBP1
MAST2	MAST4
MAST2	MAST3
MAST2	MAST1
MAST4	MAST3
MAST4	MAST1
MAST3	MAST1
PIK3R3	PIK3R1
PIK3R3	PIK3R2
PIK3R3	AC007192.4
PIK3R1	PIK3R2
PIK3R1	AC007192.4
RAB3B	RAB3C
RAB3B	RAB3D
RAB3B	RAB3A
RAB3C	RAB3A
RAB3C	RAB3D
RAB3D	RAB3A
BTF3L4	BTF3
ZFYVE9	ZFYVE16
GPX7	GPX8
SLC1A7	SLC1A3
SLC1A7	SLC1A1
SLC1A7	SLC1A6
SLC1A7	SLC1A4
SLC1A7	SLC1A5
SLC1A3	SLC1A6
SLC1A3	SLC1A5
SLC1A3	SLC1A4
SLC1A1	SLC1A6
SLC1A1	SLC1A5
SLC1A1	SLC1A4
SLC1A6	SLC1A4
SSBP3	SSBP2
SSBP3	SSBP4
SSBP2	SSBP4
ACOT11	ACOT12
FAM151A	FAM151B
PLPP3	PLPP1
PLPP3	PLPPR1
PLPP3	PLPP2
PLPP1	PLPP2
PLPPR1	PLPPR5
PLPPR1	PLPPR4
PLPPR1	PLPPR3
PLPPR1	PLPPR2
PLPPR1	PLPP2
PLPP2	PLPPR5
PRKAA2	PRKAA1
C8A	C6
C8A	C7
C8A	C9
C6	C8B
C7	C8B
C8B	C9
DAB1	DAB2
PDE4B	PDE4D
PDE4B	PDE4A
PDE4B	PDE4C
PDE4D	PDE4A
PDE4D	PDE4C
PDE4A	PDE4C
SGIP1	FCHO2
SGIP1	FCHO1
FCHO2	FCHO1
MIER1	MIER3
MIER1	MIER2
MIER3	MIER2
IL12RB2	LIFR
IL12RB2	IL31RA
IL12RB2	OSMR
DEPDC1	DEPDC1B
DEPDC1	DEPDC4
DEPDC1	DEPDC7
LRRC7	ERBIN
ERBIN	LRRC1
LRRC1	SCRIB
HMGCS2	HMGCS1
HJV	RGMB
HJV	RGMA
RGMB	RGMA
POLR3GL	POLR3G
ITGA10	ITGA1
ITGA10	ITGA2
ITGA10	ITGA11
ITGA10	ITGAL
ITGA10	ITGAM
ITGA10	ITGAD
ITGA10	ITGAX
ITGA10	ITGA4
ITGA1	ITGA11
ITGA1	ITGAL
ITGA1	ITGAX
ITGA1	ITGAM
ITGA1	ITGA9
ITGA2	ITGA11
ITGA2	ITGAX
ITGA2	ITGA9
ITGA2	ITGAD
ITGA2	ITGAM
ITGA11	ITGAL
ITGA11	ITGAM
ITGA11	ITGAX
ITGA11	ITGAD
ITGAL	ITGAE
ITGAM	ITGAE
ITGAM	ITGA9
SV2A	SV2C
SV2A	SV2B
SV2C	SV2B
MTMR11	MTMR12
MTMR11	MTMR10
MTMR12	MTMR10
GOLPH3L	GOLPH3
SEMA6C	SEMA6A
SEMA6C	SEMA5A
SEMA6C	SEMA4D
SEMA6C	SEMA6D
SEMA6C	SEMA4B
SEMA6C	SEMA6B
SEMA6A	SEMA4A
SEMA6A	SEMA4C
SEMA6A	SEMA4B
SEMA6A	SEMA6D
SEMA6A	SEMA6B
SEMA5A	SEMA3B
SEMA5A	SEMA5B
SEMA5A	SEMA6B
SEMA4D	SEMA4A
SEMA4D	SEMA4F
SEMA4D	SEMA4C
SEMA4D	SEMA4G
SEMA4D	SEMA6D
SEMA4D	SEMA4B
SEMA4D	SEMA6B
SEMA6D	SEMA4A
SEMA6D	SEMA6B
SEMA4B	SEMA4A
SEMA4B	SEMA7A
SEMA4B	SEMA6B
SEMA6B	SEMA4A
SEMA4A	SEMA7A
SEMA4C	SEMA4F
SEMA4C	SEMA3G
SEMA4C	SEMA3B
SEMA4C	SEMA3F
SEMA4C	SEMA4G
SEMA3B	SEMA4F
SEMA3B	SEMA3E
SEMA3B	SEMA3A
SEMA3B	SEMA3C
SEMA3B	SEMA3D
SEMA5B	SEMA3A
SEMA5B	SEMA3E
SEMA5B	SEMA3D
TNFAIP8L2	TNFAIP8
TNFAIP8L2	TNFAIP8L3
TNFAIP8L2	TNFAIP8L1
TNFAIP8	TNFAIP8L3
TNFAIP8	TNFAIP8L1
TNFAIP8L3	TNFAIP8L1
SLC27A3	SLC27A6
SLC27A3	SLC27A2
SLC27A3	SLC27A5
SLC27A6	SLC27A2
SLC27A6	SLC27A5
KCNN3	KCNN2
KCNN3	KCNN1
KCNN2	KCNN1
KCNN2	KCNN4
KCNN1	KCNN4
EFNA3	EFNA5
EFNA3	EFNA2
EFNA5	EFNA1
EFNA5	EFNA2
EFNA5	RP11-540D14.8
EFNA2	EFNA1
TRIM46	TRIM36
TRIM46	TRIM55
TRIM46	FSD1L
TRIM46	FSD2
TRIM46	FSD1
TRIM36	TRIM55
TRIM36	FSD2
TRIM36	FSD1
TRIM36	MID1
TRIM36	MID2
TRIM36	TRIM59
TRIM36	RP11-432B6.3
TRIM55	TRIM63
TRIM55	MID1
TRIM55	TRIM54
TRIM55	TRIM13
TRIM55	TRIM59
TRIM55	RP11-432B6.3
FSD1L	FSD2
FSD1L	FSD1
FSD1L	MID1
FSD2	FSD1
FSD2	MID2
MID1	MID2
MID1	TRIM59
MID1	RP11-432B6.3
THBS3	THBS4
THBS3	COMP
THBS4	COMP
MTX1	MTX3
SCAMP3	SCAMP1
SCAMP3	SCAMP5
SCAMP3	SCAMP2
SCAMP3	SCAMP4
SCAMP1	SCAMP5
SCAMP1	SCAMP2
SCAMP1	SCAMP4
SCAMP5	SCAMP4
SCAMP2	SCAMP4
HCN3	HCN1
HCN3	HCN4
HCN3	HCN2
HCN1	HCN4
HCN1	HCN2
HCN4	HCN2
RXFP4	RXFP3
LMNA	LMNB1
LMNA	LMNB2
LMNB1	LMNB2
MEF2D	MEF2C
MEF2D	MEF2A
MEF2D	BORCS8-MEF2B
MEF2D	MEF2B
MEF2C	MEF2A
MEF2C	BORCS8-MEF2B
MEF2C	MEF2B
MEF2A	MEF2B
MEF2A	BORCS8-MEF2B
IQGAP3	IQGAP2
IQGAP3	IQGAP1
IQGAP2	IQGAP1
PEAR1	MEGF10
PEAR1	MEGF11
MEGF10	MEGF11
SLC26A9	SLC26A2
SLC26A9	SLC26A5
SLC26A9	SLC26A3
SLC26A9	SLC26A4
SLC26A2	SLC26A1
SLC26A2	SLC26A4
SLC26A2	SLC26A5
SLC26A2	SLC26A3
SLC26A2	SLC26A10
SLC26A2	SLC26A6
SLC26A5	SLC26A1
SLC26A5	SLC26A10
SLC26A5	SLC26A6
SLC26A3	SLC26A1
SLC26A3	SLC26A10
SLC26A3	SLC26A6
SLC26A4	SLC26A1
SLC26A4	SLC26A6
SLC26A1	SLC26A6
ESRRG	NR3C1
ESRRG	ESR1
ESRRG	ESRRA
ESRRG	ESR2
ESRRG	ESRRB
NR3C1	NR3C2
NR3C1	PGR
NR3C1	ESR2
NR3C1	ESRRB
NR3C1	AR
ESR1	ESRRA
ESR1	PGR
ESR1	ESRRB
ESR1	ESR2
ESRRA	PGR
ESRRA	ESR2
ESRRA	ESRRB
NR3C2	PGR
NR3C2	AR
PGR	AR
ADRA1B	DRD5
ADRA1B	ADRA1A
ADRA1B	HTR7
HTR7	HTR4
HTR7	ADRA1A
DRD3	DRD2
HNRNPR	SYNCRIP
HNRNPR	RBM47
SYNCRIP	DND1
HMGCL	HMGCLL1
FUCA1	FUCA2
CNR2	CNR1
SRSF10	SRSF12
SRSF10	SRSF2
SRSF12	SRSF2
RCAN3	RCAN2
RCAN3	RCAN1
RCAN2	RCAN1
CLIC4	CLIC5
CLIC4	CLIC6
CLIC4	CLIC3
CLIC4	CLIC2
CLIC5	CLIC6
CLIC5	CLIC1
CLIC5	CLIC2
CLIC5	CLIC3
CLIC6	CLIC2
CLIC6	CLIC1
RUNX3	RUNX2
RUNX3	RUNX1
RUNX2	RUNX1
PAQR7	PAQR8
PAFAH2	PLA2G7
CNKSR1	CNKSR3
CNKSR1	CNKSR2
CNKSR1	IPCEF1
CNKSR3	CNKSR2
CNKSR2	IPCEF1
CEP85	CEP85L
SH3BGRL3	SH3BGRL2
SH3BGRL3	SH3BGR
SH3BGRL3	SH3BGRL
SH3BGRL2	SH3BGR
SH3BGRL2	SH3BGRL
SH3BGR	SH3BGRL
LIN28A	LIN28B
RPS6KA1	RPS6KA2
RPS6KA1	RPS6KA3
RPS6KA1	RPS6KA6
RPS6KA2	RPS6KA3
RPS6KA2	RPS6KA6
RPS6KA3	RPS6KA6
ARID1A	ARID1B
ZDHHC18	ZDHHC14
ZDHHC18	ZDHHC9
ZDHHC14	ZDHHC9
SYTL1	SYTL3
SYTL1	SYTL5
SYTL1	SYTL4
SYTL1	SYTL2
SYTL3	SYTL4
SYTL3	SYTL5
SYTL5	SYTL4
SYTL5	SYTL2
SYTL4	SYTL2
MAP3K6	MAP3K5
MAP3K6	MAP3K15
MAP3K5	MAP3K15
WASF2	WASF1
WASF2	WASF3
WASF1	WASF3
WASF1	WASF4P
WASF3	WASF4P
FGR	FYN
FGR	FRK
FGR	BLK
FGR	YES1
FGR	HCK
FGR	SRC
FYN	LCK
FYN	YES1
FYN	SRC
FYN	HCK
FYN	LYN
FRK	LCK
FRK	YES1
FRK	SRC
FRK	HCK
BLK	LCK
BLK	YES1
BLK	HCK
BLK	SRC
BLK	LYN
YES1	LCK
YES1	HCK
YES1	SRC
YES1	LYN
HCK	LCK
HCK	LYN
SRC	LCK
SRC	LYN
LCK	LYN
STX12	STX7
STX12	TSNARE1
STX7	TSNARE1
SMPDL3B	SMPDL3A
EYA3	EYA4
EYA3	EYA1
EYA3	EYA2
EYA4	EYA1
EYA4	EYA2
EYA1	EYA2
SESN2	SESN1
SESN2	SESN3
SESN1	SESN3
PHACTR4	PHACTR2
PHACTR4	PHACTR3
PHACTR4	PHACTR1
PHACTR2	PHACTR3
PHACTR2	PHACTR1
PHACTR3	PHACTR1
OPRD1	OPRM1
OPRD1	OPRK1
OPRD1	NPBWR1
OPRD1	OPRL1
OPRD1	SSTR4
OPRD1	NPBWR2
OPRD1	MCHR1
OPRD1	SSTR5
OPRD1	SSTR2
OPRD1	SSTR3
OPRM1	OPRK1
OPRM1	NPBWR1
OPRM1	SSTR1
OPRM1	SSTR5
OPRM1	SSTR4
OPRM1	OPRL1
OPRM1	NPBWR2
OPRK1	SSTR4
OPRK1	NPBWR2
OPRK1	OPRL1
OPRK1	SSTR5
OPRK1	SSTR3
NPBWR1	MCHR2
NPBWR1	NPBWR2
NPBWR1	OPRL1
NPBWR1	SSTR4
OPRL1	SSTR1
OPRL1	SSTR2
OPRL1	SSTR3
SSTR4	MCHR2
SSTR4	SSTR1
NPBWR2	SSTR1
NPBWR2	SSTR3
NPBWR2	SSTR2
MCHR1	MCHR2
MCHR1	SSTR5
MCHR1	SSTR2
SSTR1	MCHR2
SSTR5	SSTR2
SSTR5	SSTR3
EPB41	EPB41L2
EPB41	EPB41L3
EPB41	EPB41L1
EPB41L2	EPB41L3
EPB41L2	EPB41L1
EPB41L3	EPB41L1
PTPRU	PTPRK
PTPRU	PTPRM
PTPRU	PTPRT
PTPRK	PTPRM
PTPRK	PTPRT
PTPRM	PTPRT
NKAIN1	NKAIN2
NKAIN1	NKAIN3
NKAIN1	NKAIN4
NKAIN2	NKAIN3
NKAIN2	NKAIN4
NKAIN3	NKAIN4
FABP3	FABP7
FABP3	FABP4
FABP3	FABP5
FABP3	FABP12
FABP3	FABP9
FABP3	PMP2
FABP3	CRABP2
FABP7	PMP2
FABP7	FABP12
FABP7	FABP4
FABP7	FABP9
FABP7	FABP5
FABP4	CRABP2
FABP4	CRABP1
FABP5	CRABP2
FABP5	CRABP1
FABP12	CRABP2
FABP12	CRABP1
FABP9	CRABP1
FABP9	CRABP2
PMP2	CRABP1
PMP2	CRABP2
SERINC2	SERINC1
SERINC2	SERINC3
SERINC1	SERINC3
TINAGL1	TINAG
GPR83	NPY1R
GPR83	NPY4R
GPR83	BRS3
ADGRB2	ADGRB3
ADGRB2	ADGRB1
ADGRB3	ADGRB1
PTP4A2	PTP4A1
PTP4A2	PTP4A3
PTP4A1	PTP4A3
KHDRBS1	KHDRBS2
KHDRBS1	KHDRBS3
KHDRBS2	KHDRBS3
TXLNA	TXLNB
TXLNA	TXLNG
TXLNB	TXLNG
CCDC28B	CCDC28A
HDAC1	HDAC2
GJB5	GJB7
GJB5	GJB6
GJB5	GJB1
GJB7	GJB4
GJB7	GJB3
GJB7	GJB6
GJB7	GJB1
GJB6	GJB4
GJB6	GJB3
GJB6	GJA9
GJB6	GJB1
GJB1	GJB4
GJB1	GJB3
GJB1	GJA9
KIAA0319L	KIAA0319
KIAA0319L	LRP11
KIAA0319	LRP11
TFAP2E	TFAP2A
TFAP2E	TFAP2D
TFAP2E	TFAP2B
TFAP2E	TFAP2C
TFAP2A	TFAP2D
TFAP2A	TFAP2B
TFAP2A	TFAP2C
TFAP2D	TFAP2C
TFAP2B	TFAP2C
COL8A2	COL21A1
COL8A2	COL9A1
COL8A2	COL9A3
COL8A2	C1QTNF1
COL8A2	C1QTNF9
COL8A2	C1QTNF9B
COL8A2	C1QTNF7
COL21A1	COL8A1
COL21A1	COL22A1
COL21A1	COL9A3
COL9A1	COL22A1
COL9A1	COL9A3
COL9A1	COL6A2
COL9A3	COL10A1
COL22A1	COL24A1
COL22A1	COL4A3
COL22A1	COL19A1
TRAPPC3	TRAPPC3L
GRIK3	GRIK2
GRIK3	GRIK4
GRIK3	GRIK5
GRIK3	GRIK1
GRIK2	GRIK4
GRIK2	GRIK5
GRIK2	GRIK1
GRIK4	GRIK5
GRIK4	GRIK1
GRIK5	GRIK1
ZC3H12A	ZC3H12D
ZC3H12A	ZC3H12C
ZC3H12A	ZC3H12B
ZC3H12D	ZC3H12C
ZC3H12D	ZC3H12B
ZC3H12C	ZC3H12B
RSPO1	RSPO3
RSPO1	RSPO2
RSPO3	RSPO2
RSPO2	RSPO4
MANEAL	MANEA
RRAGC	RRAGD
AKIRIN1	AKIRIN2
MACF1	DST
MACF1	DSP
MACF1	PLEC
DST	DSP
BMP8A	BMP6
BMP8A	BMP5
BMP8A	GDF5
BMP8A	BMP7
BMP6	BMP8B
BMP6	BMP5
BMP6	GDF3
BMP6	BMP7
BMP5	BMP8B
BMP5	BMP4
BMP5	GDF5
BMP5	BMP7
GDF5	GDF7
GDF5	BMP10
GDF5	GDF6
GDF5	BMP4
BMP7	BMP8B
BMP4	GDF7
BMP4	BMP10
BMP4	BMP2
HEYL	HEY2
HEYL	HEY1
HEY2	HEY1
CAP1	CAP2
RLF	ZNF292
SMAP2	SMAP1
KCNQ4	KCNQ5
KCNQ4	KCNQ3
KCNQ4	KCNQ2
KCNQ5	KCNQ3
KCNQ5	KCNQ2
KCNQ3	KCNQ2
SCMH1	SCML4
SCMH1	SCML2
SCML4	SCML2
FOXO6	FOXO3
FOXO6	FOXO1
FOXO6	FOXO4
FOXO3	FOXO1
FOXO3	FOXO4
FOXO1	FOXO4
HIVEP3	HIVEP2
HIVEP3	HIVEP1
HIVEP3	ZNF831
HIVEP2	HIVEP1
HIVEP1	ZNF831
SLC44A5	SLC44A4
SLC44A5	SLC44A2
SLC44A4	SLC44A2
DDAH1	DDAH2
COL24A1	COL11A2
COL24A1	COL27A1
COL11A2	COL5A1
BRDT	BRD2
BRDT	BRD3
BRDT	BRD4
BRD2	BRD4
BRD2	BRD3
BRD3	BRD4
MTF2	PHF1
MTF2	PHF19
PHF1	PHF19
TBX15	TBX18
TBX15	TBX22
TBX18	TBX22
TBX22	TBX20
H2AC21	H2AC6
H2AC21	H2AX
H2AC21	H2AC8
H2AC6	H2AX
H2AX	H2AC18
H2AX	H2AC20
H2AX	H2AW
H2AX	H2AC1
H2AX	H3C4
H2AX	H2AC11
H2AX	H2AC13
H2AX	H2AC7
ATF6	ATF6B
DDR2	DDR1
PBX1	PBX2P1
PBX1	PBX3
PBX1	PBX4
PBX2P1	PBX3
PBX2P1	PBX4
PBX3	PBX4
RXRG	RXRB
RXRG	RXRA
RXRB	HNF4G
RXRB	RXRA
RXRB	HNF4A
RXRA	HNF4G
HNF4G	HNF4A
SFT2D2	SFT2D1
TBX19	TBXT
RASAL2	SYNGAP1
RASAL2	DAB2IP
RASAL2	RASAL3
SYNGAP1	DAB2IP
SYNGAP1	RASAL3
DAB2IP	RASAL3
RNF2	RING1
ATP6V1G3	ATP6V1G2
ATP6V1G3	ATP6V1G1
ATP6V1G2	ATP6V1G1
ATP6V1G1	ATP6V1G2-DDX39B
REN	PGC
REN	CTSD
REN	RP11-295K3.1
REN	NAPSA
PGC	CTSE
PGC	PGA5
PGC	PGA3
PGC	PGA4
CTSD	CTSE
CTSD	NAPSA
CTSE	PGA5
CTSE	PGA3
CTSE	PGA4
RAB29	RAB32
RAB29	RAB38
RAB32	RAB38
KCNK2	KCNK16
KCNK2	KCNK5
KCNK2	KCNK17
KCNK2	KCNK4
KCNK2	KCNK10
KCNK2	KCNK6
KCNK16	KCNK1
KCNK16	KCNK4
KCNK16	KCNK10
KCNK5	KCNK1
KCNK5	KCNK4
KCNK5	KCNK10
KCNK17	KCNK1
KCNK17	KCNK4
KCNK17	KCNK10
KCNK4	KCNK1
KCNK4	KCNK10
KCNK4	KCNK6
KCNK10	KCNK1
KCNK10	KCNK6
KCNK6	KCNK1
CAPN8	CAPN11
CAPN11	CAPN2
CAPN11	CAPN9
CAPN11	CAPN1
CAPN11	CAPN3
CAPN2	CAPN1
CAPN2	CAPN3
CAPN9	CAPN1
CAPN9	CAPN3
CAPN1	CAPN3
TMEM63A	TMEM63B
TMEM63A	TMEM63C
TMEM63B	TMEM63C
OPN3	OPN5
OPN3	OPN1SW
OPN3	OPN4
OPN5	RRH
OPN5	OPN4
OPN1SW	RHO
OPN1SW	OPN1LW
OPN1SW	OPN1MW2
OPN4	RHO
OPN4	RRH
CASP9	CASP2
CASP9	CASP4
CASP9	CASP5
CASP2	CASP5
CASP2	CASP1
CASP2	CASP4
TRIM62	TRIM73
TRIM62	TRIM4
TRIM73	TRIM27
TRIM73	TRIM31
TRIM73	TRIM10
TRIM73	TRIM39
ZMYM6	FAM200A
ZMYM6	ZMYM2
ZMYM6	ZMYM3
ZMYM2	ZMYM4
ZMYM2	ZMYM3
ZMYM3	ZMYM4
CLDN3	CLDN20
CLDN4	CLDN20
CLDN2	CLDN20
CLDN2	CLDN17
ELAPOR1	ELAPOR2
AHCYL1	AHCYL2
STRIP1	STRIP2
DENND2D	DENND2A
DENND2D	DENND2B
DENND2A	DENND2C
DENND2A	DENND2B
DENND2B	DENND2C
KCND3	KCND2
KCND3	KCND1
KCND2	KCND1
CTTNBP2NL	CTTNBP2
CTTNBP2NL	LUZP1
CTTNBP2NL	FILIP1
CTTNBP2NL	FILIP1L
CTTNBP2	FILIP1L
WNT3A	WNT1
WNT3A	WNT3
CAPZA1	CAPZA2
CAPZA2	CAPZA3
ST7L	ST7
PHTF1	PHTF2
RSBN1	RSBN1L
HIPK1	HIPK2
HIPK1	HIPK3
HIPK1	HIPK4
HIPK2	HIPK3
HIPK3	HIPK4
PTPN22	PTPN12
TRIM33	TRIM24
TRIM33	AIRE
TRIM24	TRIM28
ADAM23	ADAM11
GPR37L1	GPR37
GPR37L1	NMBR
GPR37	NMBR
NMBR	BRS3
NMBR	GRPR
IRF6	IRF5
IRF6	IRF9
IRF5	IRF3
IRF9	IRF4
IRF9	IRF8
IRF3	IRF7
WNT1	WNT3
CHRM3	CHRM2
CHRM3	CHRM1
CHRM3	CHRM5
CHRM3	CHRM4
CHRM2	CHRM1
CHRM2	CHRM5
CHRM2	CHRM4
CHRM1	CHRM5
RHO	OPN1MW2
RHO	OPN1LW
RHO	OPN1MW
RHO	OPN1MW3
DHRS3	RDH10
HNRNPCL1	RALYL
HNRNPCL1	RALY
RALYL	HNRNPC
RALYL	RALY
RALY	HNRNPC
ARHGEF10L	ARHGEF10
TCEA3	TCEA1
TCEA3	TCEA2
TCEA3	TCEANC
TCEA1	TCEA2
LYPLA2	LYPLA1
LYPLA2	LYPLA2P1
MYOM3	MYOM2
MYOM3	MYOM1
MYOM2	MYOM1
NIPAL3	NIPAL2
NIPAL3	NIPA1
NIPAL3	NIPA2
STMN1	STMN2
STMN2	STMN4
EXTL1	EXT1
TRIM63	TRIM54
XKR8	XKR9
XKR8	XKR6
XKR8	XKR4
XKR9	XKR6
XKR9	XKR5
XKR9	XKR7
XKR6	XKR4
XKR6	XKR7
XKR4	XKR7
YTHDF2	YTHDF3
YTHDF2	YTHDF1
YTHDF3	YTHDF1
MCHR2	SSTR2
CRABP1	CRABP2
RNF19B	RNF19A
CSMD2	CSMD1
CSMD2	CSMD3
CSMD1	CSMD3
DLGAP3	DLGAP2
DLGAP3	DLGAP1
DLGAP3	DLGAP4
DLGAP2	DLGAP1
DLGAP2	DLGAP4
DLGAP1	DLGAP4
AGO4	AGO2
AGO2	AGO1
AGO2	AGO3
PABPC4	PABPC1
PABPC4	PABPC3
PABPC4	PABPC1L
PABPC1	PABPC1L
PABPC1	PABPC4L
PABPC1	PABPC5
PABPC3	PABPC1L
PABPC3	PABPC4L
PABPC3	PABPC5
PABPC1L	PABPC4L
PABPC1L	PABPC5
ZNF239	ZNF141
ZNF239	ZNF92
ZNF239	ZNF727
ZNF239	ZNF479
ZNF239	ZNF716
ZNF239	ZNF679
ZNF239	ZNF721
ZNF239	ZNF107
ZNF239	ZNF117
BX322639.1	ZNF141
BX322639.1	ZNF92
BX322639.1	ZNF727
BX322639.1	ZNF479
BX322639.1	ZNF716
BX322639.1	ZNF679
BX322639.1	ZNF721
BX322639.1	ZNF107
BX322639.1	ZNF117
ZNF256	ZNF146
ZNF256	ZNF157
ZNF256	ZNF92
ZNF256	ZNF311
ZNF256	ZNF3
ZNF256	ZNF786
ZNF256	ZNF623
ZNF256	ZNF250
ZNF256	ZNF629
ZNF256	ZFP3
ZNF256	ZNF286A
ZNF256	ZFP14
ZNF256	ZNF112
ZNF256	ZNF473
ZNF256	ZNF283
ZNF256	ZNF840P
ZNF425	ZNF23
ZNF425	ZNF624
ZNF425	ZNF41
ZNF425	ZNF594
ZNF425	ZNF17
ZNF425	ZNF132
ZNF425	ZNF418
ZNF425	ZNF470
ZNF425	ZNF135
ZNF425	ZNF658B
ZNF425	ZNF84
ZNF425	ZNF605
ZNF425	ZNF347
ZNF425	ZNF221
ZNF425	ZNF571
ZNF425	ZNF585A
ZNF425	ZNF607
ZNF425	ZNF540
ZNF425	ZNF85
ZNF425	ZNF568
ZNF425	ZNF528
ZNF425	ZNF665
ZNF425	ZNF780A
ZNF425	ZNF569
ZNF425	ZNF420
ZNF425	ZNF836
ZNF425	ZNF160
ZNF425	ZNF573
ZNF425	ZNF91
ZNF425	ZNF43
ZNF425	ZNF729
ZNF425	ZNF45
ZNF425	ZNF616
ZNF425	ZNF841
ZNF425	ZNF226
ZNF425	ZNF235
ZNF425	ZNF429
ZNF425	ZNF14
ZNF425	ZNF726
ZNF425	ZNF30
ZNF425	ZNF227
ZNF425	ZNF208
ZNF425	ZNF615
ZNF425	ZNF506
ZNF267	PRDM9
ZNF267	ZNF287
ZNF267	ZNF624
ZNF267	ZNF721
ZNF267	ZNF169
ZNF267	ZNF782
ZNF267	ZNF189
ZNF267	ZNF605
ZNF267	ZNF84
ZNF267	ZNF606
ZNF267	ZNF17
ZNF267	ZNF132
ZNF267	ZNF135
ZNF267	ZNF418
ZNF267	ZNF470
ZNF267	ZNF471
ZNF267	ZNF544
ZNF23	ZNF197
ZNF23	PRDM9
ZNF23	ZNF184
ZNF23	ZNF658B
ZNF23	ZNF569
ZNF23	ZNF254
ZNF23	ZNF208
ZNF23	ZNF429
ZNF23	ZNF45
ZNF23	ZNF221
ZNF23	ZNF571
ZNF23	ZNF85
ZNF23	ZNF540
ZNF23	ZNF729
ZNF23	ZNF875
ZNF23	ZNF420
ZNF23	ZNF226
ZNF23	ZNF568
ZNF23	ZNF726
ZNF23	ZNF607
ZNF23	ZNF30
ZNF23	ZNF227
ZNF23	ZNF43
ZNF23	ZNF573
ZNF23	ZNF567
ZNF23	ZNF91
ZNF23	ZNF506
ZNF23	ZNF235
ZNF23	ZNF585A
ZNF23	ZNF14
ZNF23	ZNF599
ZNF23	ZNF133
ZNF23	ZNF343
ZNF23	ZNF337
ZNF23	ZNF182
ZNF23	ZNF41
ZNF23	ZNF630
ZNF594	PRDM9
ZNF594	ZNF287
ZNF594	ZNF624
ZNF594	ZNF33A
ZNF594	ZNF605
ZNF594	ZNF84
ZNF594	ZNF544
ZNF594	ZNF471
ZNF594	ZNF17
ZNF594	ZNF135
ZNF594	ZNF470
ZNF594	ZNF132
ZNF594	ZNF418
ZNF594	ZNF606
ZNF606	ZNF184
ZNF606	ZNF12
ZNF606	ZNF287
ZNF606	ZNF624
ZNF606	ZNF630
