TOTAL # GENES:		7822
TOTAL # COUPLES:	9602
CTSD	CTSE
CTSD	NAPSA
RAB29	RAB32
RAB29	RAB38
KCNK2	KCNK16
KCNK2	KCNK5
KCNK2	KCNK17
KCNK2	KCNK6
KCNK16	KCNK1
KCNK16	KCNK4
KCNK16	KCNK10
KCNK5	KCNK1
KCNK5	KCNK4
KCNK5	KCNK10
KCNK17	KCNK1
KCNK17	KCNK4
KCNK17	KCNK10
KCNK4	KCNK1
KCNK4	KCNK6
KCNK10	KCNK1
KCNK10	KCNK6
CAPN8	CAPN11
CAPN11	CAPN2
CAPN11	CAPN9
CAPN11	CAPN1
CAPN11	CAPN3
CAPN2	CAPN1
CAPN2	CAPN3
CAPN9	CAPN1
CAPN1	CAPN3
OPN3	OPN5
OPN3	OPN1SW
OPN3	OPN4
OPN5	RRH
OPN5	OPN4
OPN1SW	RHO
OPN1SW	OPN1LW
OPN1SW	OPN1MW2
OPN4	RHO
OPN4	RRH
CASP9	CASP2
TRIM62	TRIM73
TRIM62	TRIM4
TRIM73	TRIM27
TRIM73	TRIM31
TRIM73	TRIM10
TRIM73	TRIM39
ZMYM6	FAM200A
ZMYM6	ZMYM2
ZMYM6	ZMYM3
ZMYM2	ZMYM4
ZMYM2	ZMYM3
ZMYM3	ZMYM4
CLDN3	CLDN20
CLDN4	CLDN20
CLDN2	CLDN20
CLDN2	CLDN17
DENND2D	DENND2A
DENND2D	DENND2B
DENND2A	DENND2C
DENND2A	DENND2B
DENND2B	DENND2C
WNT3A	WNT1
CAPZA1	CAPZA2
PHTF1	PHTF2
HIPK2	HIPK3
PTPN22	PTPN12
TRIM33	TRIM24
TRIM24	TRIM28
ADAM23	ADAM11
GPR37L1	GPR37
GPR37	NMBR
NMBR	BRS3
NMBR	GRPR
IRF6	IRF5
IRF6	IRF9
IRF5	IRF3
IRF9	IRF4
IRF9	IRF8
IRF3	IRF7
WNT1	WNT3
CHRM2	CHRM1
DHRS3	RDH10
HNRNPCL1	RALYL
HNRNPCL1	RALY
RALYL	HNRNPC
RALYL	RALY
RALY	HNRNPC
ARHGEF10L	ARHGEF10
LYPLA2	LYPLA2P1
MYOM3	MYOM2
MYOM3	MYOM1
MYOM2	MYOM1
STMN1	STMN2
STMN2	STMN4
XKR8	XKR9
XKR8	XKR6
XKR8	XKR4
XKR9	XKR6
XKR6	XKR4
MCHR2	SSTR2
RNF19B	RNF19A
CSMD2	CSMD3
CSMD1	CSMD3
DLGAP3	DLGAP2
DLGAP3	DLGAP1
DLGAP3	DLGAP4
DLGAP2	DLGAP1
DLGAP2	DLGAP4
DLGAP1	DLGAP4
AGO4	AGO2
AGO2	AGO1
AGO2	AGO3
ZNF239	ZNF141
ZNF239	ZNF92
ZNF239	ZNF727
ZNF239	ZNF479
ZNF239	ZNF716
ZNF239	ZNF679
ZNF239	ZNF721
ZNF239	ZNF107
ZNF239	ZNF117
BX322639.1	ZNF141
BX322639.1	ZNF92
BX322639.1	ZNF727
BX322639.1	ZNF479
BX322639.1	ZNF716
BX322639.1	ZNF679
BX322639.1	ZNF721
BX322639.1	ZNF107
BX322639.1	ZNF117
ZNF256	ZNF146
ZNF256	ZNF157
ZNF256	ZNF92
ZNF256	ZNF311
ZNF256	ZNF3
ZNF256	ZNF786
ZNF256	ZNF623
ZNF256	ZNF250
ZNF256	ZNF629
ZNF256	ZFP3
ZNF256	ZNF286A
ZNF256	ZFP14
ZNF256	ZNF112
ZNF256	ZNF473
ZNF256	ZNF283
ZNF256	ZNF840P
ZNF425	ZNF23
ZNF425	ZNF624
ZNF425	ZNF41
ZNF425	ZNF594
ZNF425	ZNF17
ZNF425	ZNF132
ZNF425	ZNF418
ZNF425	ZNF470
ZNF425	ZNF135
ZNF425	ZNF658B
ZNF425	ZNF84
ZNF425	ZNF605
ZNF425	ZNF347
ZNF425	ZNF221
ZNF425	ZNF571
ZNF425	ZNF585A
ZNF425	ZNF607
ZNF425	ZNF540
ZNF425	ZNF85
ZNF425	ZNF568
ZNF425	ZNF528
ZNF425	ZNF665
ZNF425	ZNF780A
ZNF425	ZNF569
ZNF425	ZNF420
ZNF425	ZNF836
ZNF425	ZNF160
ZNF425	ZNF573
ZNF425	ZNF91
ZNF425	ZNF43
ZNF425	ZNF729
ZNF425	ZNF45
ZNF425	ZNF616
ZNF425	ZNF841
ZNF425	ZNF226
ZNF425	ZNF235
ZNF425	ZNF429
ZNF425	ZNF14
ZNF425	ZNF726
ZNF425	ZNF30
ZNF425	ZNF227
ZNF425	ZNF208
ZNF425	ZNF615
ZNF425	ZNF506
ZNF267	PRDM9
ZNF267	ZNF287
ZNF267	ZNF624
ZNF267	ZNF721
ZNF267	ZNF169
ZNF267	ZNF782
ZNF267	ZNF189
ZNF267	ZNF605
ZNF267	ZNF84
ZNF267	ZNF606
ZNF267	ZNF17
ZNF267	ZNF132
ZNF267	ZNF135
ZNF267	ZNF418
ZNF267	ZNF470
ZNF267	ZNF471
ZNF267	ZNF544
ZNF23	ZNF197
ZNF23	PRDM9
ZNF23	ZNF184
ZNF23	ZNF658B
ZNF23	ZNF569
ZNF23	ZNF254
ZNF23	ZNF208
ZNF23	ZNF429
ZNF23	ZNF45
ZNF23	ZNF221
ZNF23	ZNF571
ZNF23	ZNF85
ZNF23	ZNF540
ZNF23	ZNF729
ZNF23	ZNF875
ZNF23	ZNF420
ZNF23	ZNF226
ZNF23	ZNF568
ZNF23	ZNF726
ZNF23	ZNF607
ZNF23	ZNF30
ZNF23	ZNF227
ZNF23	ZNF43
ZNF23	ZNF573
ZNF23	ZNF567
ZNF23	ZNF91
ZNF23	ZNF506
ZNF23	ZNF235
ZNF23	ZNF585A
ZNF23	ZNF14
ZNF23	ZNF599
ZNF23	ZNF133
ZNF23	ZNF343
ZNF23	ZNF337
ZNF23	ZNF182
ZNF23	ZNF41
ZNF23	ZNF630
ZNF594	PRDM9
ZNF594	ZNF287
ZNF594	ZNF624
ZNF594	ZNF33A
ZNF594	ZNF605
ZNF594	ZNF84
ZNF594	ZNF544
ZNF594	ZNF471
ZNF594	ZNF17
ZNF594	ZNF135
ZNF594	ZNF470
ZNF594	ZNF132
ZNF594	ZNF418
ZNF594	ZNF606
ZNF606	ZNF184
ZNF606	ZNF12
ZNF606	ZNF287
ZNF606	ZNF624
ZNF606	ZNF630
ZNF606	ZNF41
ZNF606	ZNF182
ZNF606	ZNF107
ZNF606	ZNF14
ZNF606	ZNF506
ZNF606	ZNF85
ZNF606	ZNF208
ZNF606	ZNF599
ZNF606	ZNF45
ZNF606	ZNF221
ZNF606	ZNF227
ZNF606	ZNF235
ZNF606	ZNF175
ZNF606	ZNF569
ZNF606	ZNF841
ZNF606	ZNF573
ZNF606	ZNF30
ZNF606	ZNF43
ZNF606	ZNF528
ZNF606	ZNF429
ZNF606	ZNF836
ZNF606	ZNF568
ZNF606	ZNF571
ZNF606	ZNF347
ZNF606	ZNF254
ZNF606	ZNF540
ZNF606	ZNF665
ZNF606	ZNF420
ZNF606	ZNF780A
ZNF606	ZNF615
ZNF606	ZNF729
ZNF606	ZNF875
ZNF606	ZNF226
ZNF606	ZNF726
ZNF606	ZNF585A
ZNF606	ZNF160
ZNF606	ZNF91
ZNF606	ZNF567
ZNF606	ZNF616
ZNF606	ZNF607
ZNF418	ZNF184
ZNF418	ZNF12
ZNF418	ZNF287
ZNF418	ZNF624
ZNF418	ZNF630
ZNF418	ZNF41
ZNF418	ZNF182
ZNF418	ZNF107
ZNF418	ZNF14
ZNF418	ZNF506
ZNF418	ZNF85
ZNF418	ZNF208
ZNF418	ZNF729
ZNF418	ZNF91
ZNF418	ZNF599
ZNF418	ZNF30
ZNF418	ZNF567
ZNF418	ZNF875
ZNF418	ZNF569
ZNF418	ZNF571
ZNF418	ZNF540
ZNF418	ZNF573
ZNF418	ZNF45
ZNF418	ZNF221
ZNF418	ZNF226
ZNF418	ZNF227
ZNF418	ZNF235
ZNF418	ZNF175
ZNF418	ZNF836
ZNF418	ZNF528
ZNF418	ZNF160
ZNF418	ZNF607
ZNF418	ZNF726
ZNF418	ZNF429
ZNF418	ZNF585A
ZNF418	ZNF780A
ZNF418	ZNF43
ZNF418	ZNF347
ZNF418	ZNF615
ZNF418	ZNF568
ZNF418	ZNF665
ZNF418	ZNF616
ZNF418	ZNF254
ZNF418	ZNF841
ZNF418	ZNF420
ZNF544	ZNF184
ZNF544	ZNF12
ZNF544	ZNF287
ZNF544	ZNF624
ZNF544	ZNF630
ZNF544	ZNF41
ZNF544	ZNF182
ZNF544	ZNF107
ZNF544	ZNF14
ZNF544	ZNF506
ZNF544	ZNF85
ZNF544	ZNF429
ZNF544	ZNF208
ZNF544	ZNF729
ZNF544	ZNF91
ZNF544	ZNF599
ZNF544	ZNF30
ZNF544	ZNF567
ZNF544	ZNF420
ZNF544	ZNF585A
ZNF544	ZNF875
ZNF544	ZNF569
ZNF544	ZNF571
ZNF544	ZNF540
ZNF544	ZNF573
ZNF544	ZNF780A
ZNF544	ZNF45
ZNF544	ZNF221
ZNF544	ZNF226
ZNF544	ZNF227
ZNF544	ZNF235
ZNF544	ZNF175
ZNF544	ZNF615
ZNF544	ZNF841
ZNF544	ZNF836
ZNF544	ZNF528
ZNF544	ZNF160
ZNF544	ZNF347
ZNF544	ZNF665
ZNF544	ZNF616
ZNF544	ZNF568
ZNF544	ZNF254
ZNF544	ZNF43
ZNF544	ZNF726
ZNF544	ZNF607
ZNF135	ZNF184
ZNF135	ZNF12
ZNF135	ZNF287
ZNF135	ZNF624
ZNF135	ZNF630
ZNF135	ZNF41
ZNF135	ZNF182
ZNF135	ZNF107
ZNF135	ZNF14
ZNF135	ZNF506
ZNF135	ZNF85
ZNF135	ZNF208
ZNF135	ZNF91
ZNF135	ZNF599
ZNF135	ZNF30
ZNF135	ZNF540
ZNF135	ZNF45
ZNF135	ZNF221
ZNF135	ZNF226
ZNF135	ZNF227
ZNF135	ZNF235
ZNF135	ZNF175
ZNF135	ZNF528
ZNF135	ZNF160
ZNF135	ZNF429
ZNF135	ZNF347
ZNF135	ZNF254
ZNF135	ZNF607
ZNF135	ZNF780A
ZNF135	ZNF569
ZNF135	ZNF836
ZNF135	ZNF615
ZNF135	ZNF568
ZNF135	ZNF585A
ZNF135	ZNF616
ZNF135	ZNF875
ZNF135	ZNF420
ZNF135	ZNF573
ZNF135	ZNF43
ZNF135	ZNF726
ZNF135	ZNF729
ZNF135	ZNF665
ZNF135	ZNF841
ZNF135	ZNF567
ZNF135	ZNF571
ZNF471	ZNF184
ZNF471	ZNF12
ZNF471	ZNF287
ZNF471	ZNF624
ZNF471	ZNF630
ZNF471	ZNF41
ZNF471	ZNF182
ZNF471	ZNF107
ZNF471	ZNF14
ZNF471	ZNF506
ZNF471	ZNF85
ZNF471	ZNF208
ZNF471	ZNF91
ZNF471	ZNF599
ZNF471	ZNF30
ZNF471	ZNF567
ZNF471	ZNF875
ZNF471	ZNF571
ZNF471	ZNF540
ZNF471	ZNF573
ZNF471	ZNF45
ZNF471	ZNF221
ZNF471	ZNF226
ZNF471	ZNF227
ZNF471	ZNF235
ZNF471	ZNF175
ZNF471	ZNF528
ZNF471	ZNF160
ZNF471	ZNF726
ZNF471	ZNF615
ZNF471	ZNF347
ZNF471	ZNF254
ZNF471	ZNF836
ZNF471	ZNF43
ZNF471	ZNF780A
ZNF471	ZNF729
ZNF471	ZNF585A
ZNF471	ZNF607
ZNF471	ZNF420
ZNF471	ZNF665
ZNF471	ZNF841
ZNF471	ZNF568
ZNF471	ZNF429
ZNF471	ZNF616
ZNF471	ZNF569
ZNF132	ZNF184
ZNF132	ZNF12
ZNF132	ZNF287
ZNF132	ZNF624
ZNF132	ZNF630
ZNF132	ZNF41
ZNF132	ZNF182
ZNF132	ZNF107
ZNF132	ZNF14
ZNF132	ZNF506
ZNF132	ZNF85
ZNF132	ZNF45
ZNF132	ZNF227
ZNF132	ZNF175
ZNF132	ZNF235
ZNF132	ZNF571
ZNF132	ZNF615
ZNF132	ZNF585A
ZNF132	ZNF567
ZNF132	ZNF226
ZNF132	ZNF729
ZNF132	ZNF665
ZNF132	ZNF726
ZNF132	ZNF221
ZNF132	ZNF43
ZNF132	ZNF540
ZNF132	ZNF347
ZNF132	ZNF208
ZNF132	ZNF875
ZNF132	ZNF616
ZNF132	ZNF780A
ZNF132	ZNF30
ZNF132	ZNF429
ZNF132	ZNF420
ZNF132	ZNF573
ZNF132	ZNF254
ZNF132	ZNF836
ZNF132	ZNF607
ZNF132	ZNF568
ZNF132	ZNF160
ZNF132	ZNF91
ZNF132	ZNF599
ZNF132	ZNF528
ZNF132	ZNF569
ZNF132	ZNF841
ZNF470	ZNF184
ZNF470	ZNF12
ZNF470	ZNF287
ZNF470	ZNF624
ZNF470	ZNF630
ZNF470	ZNF41
ZNF470	ZNF182
ZNF470	ZNF107
ZNF470	ZNF14
ZNF470	ZNF506
ZNF470	ZNF85
ZNF470	ZNF429
ZNF470	ZNF208
ZNF470	ZNF729
ZNF470	ZNF91
ZNF470	ZNF599
ZNF470	ZNF30
ZNF470	ZNF567
ZNF470	ZNF585A
ZNF470	ZNF875
ZNF470	ZNF569
ZNF470	ZNF571
ZNF470	ZNF540
ZNF470	ZNF573
ZNF470	ZNF45
ZNF470	ZNF221
ZNF470	ZNF226
ZNF470	ZNF227
ZNF470	ZNF235
ZNF470	ZNF175
ZNF470	ZNF836
ZNF470	ZNF528
ZNF470	ZNF160
ZNF470	ZNF615
ZNF470	ZNF780A
ZNF470	ZNF420
ZNF470	ZNF726
ZNF470	ZNF616
ZNF470	ZNF254
ZNF470	ZNF43
ZNF470	ZNF347
ZNF470	ZNF665
ZNF470	ZNF607
ZNF470	ZNF841
ZNF470	ZNF568
ZNF17	ZNF184
ZNF17	ZNF12
ZNF17	ZNF287
ZNF17	ZNF624
ZNF17	ZNF630
ZNF17	ZNF41
ZNF17	ZNF182
ZNF17	ZNF107
ZNF17	ZNF14
ZNF17	ZNF506
ZNF17	ZNF85
ZNF17	ZNF208
ZNF17	ZNF91
ZNF17	ZNF599
ZNF17	ZNF30
ZNF17	ZNF875
ZNF17	ZNF571
ZNF17	ZNF540
ZNF17	ZNF45
ZNF17	ZNF221
ZNF17	ZNF226
ZNF17	ZNF227
ZNF17	ZNF235
ZNF17	ZNF175
ZNF17	ZNF528
ZNF17	ZNF160
ZNF17	ZNF607
ZNF17	ZNF585A
ZNF17	ZNF836
ZNF17	ZNF43
ZNF17	ZNF568
ZNF17	ZNF347
ZNF17	ZNF729
ZNF17	ZNF616
ZNF17	ZNF429
ZNF17	ZNF726
ZNF17	ZNF841
ZNF17	ZNF420
ZNF17	ZNF569
ZNF17	ZNF665
ZNF17	ZNF573
ZNF17	ZNF615
ZNF17	ZNF780A
ZNF17	ZNF254
ZNF17	ZNF567
ZNF133	ZNF197
ZNF133	ZNF184
ZNF133	ZNF287
ZNF133	ZNF624
ZNF133	ZNF721
ZNF133	ZNF107
ZNF133	ZNF33A
ZNF133	ZNF599
ZNF133	ZNF30
ZNF133	ZNF567
ZNF133	ZNF568
ZNF133	ZNF420
ZNF133	ZNF585A
ZNF133	ZNF875
ZNF133	ZNF569
ZNF133	ZNF571
ZNF133	ZNF540
ZNF133	ZNF607
ZNF133	ZNF573
ZNF133	ZNF780A
ZNF343	ZNF197
ZNF343	ZNF184
ZNF343	ZNF33A
ZNF343	ZNF599
ZNF343	ZNF30
ZNF343	ZNF567
ZNF343	ZNF568
ZNF343	ZNF420
ZNF343	ZNF585A
ZNF343	ZNF875
ZNF343	ZNF569
ZNF343	ZNF571
ZNF343	ZNF607
ZNF343	ZNF573
ZNF343	ZNF780A
LEPROT	LEPROTL1
CCN1	CCN4
CCN1	CCN3
CCN4	CCN6
CCN4	CCN2
CCN4	CCN5
CCN3	CCN2
CCN3	CCN5
CCN2	CCN5
COL4A3	COL4A2
COL4A3	COL4A6
CHRNB2	CHRNA6
CHRNB2	CHRNB3
CHRNB2	CHRNA2
CHRNB2	CHRNA3
CHRNB2	CHRNB4
CHRNB2	CHRNA5
CHRNA6	CHRNB4
CHRNA6	CHRNA3
CHRNA6	CHRNA4
CHRNB3	CHRNA5
CHRNB3	CHRNA4
CHRNA2	CHRNA3
CHRNA2	CHRNB4
CHRNA2	CHRNA4
CHRNA3	CHRNA4
CHRNA5	CHRNA4
KDM4A	KDM4D
KDM4C	KDM4B
KDM4D	KDM4B
FOXE3	FOXE1
SPATA6	SPATA6L
CDKN2C	CDKN2B
CDKN2C	CDKN2D
CDKN2B	CDKN2D
ECHDC2	AUH
NFIA	NFIB
NFIA	NFIC
NFIB	NFIX
NFIX	NFIC
PATJ	MPDZ
PGM1	PGM5
DNAI4	DYNC2I2
DNAI4	DNAI1
GADD45A	GADD45G
DNAJB5	DNAJB1
PRKACB	PRKACG
PRKACG	PRKACA
LRRC8C	LRRC8A
LRRC8C	LRRC8E
LRRC8A	LRRC8D
LRRC8A	LRRC8E
LRRC8E	LRRC8D
DIPK1A	DIPK1B
ABCA1	ABCA2
CDC14A	CDC14B
STXBP3	STXBP1
STXBP3	STXBP2
ABHD17AP1	ABHD17B
ABHD17AP1	ABHD17C
CA14	CA9
CA14	CA12
CA9	CA12
SEMA4F	SEMA3G
SEMA4F	SEMA3F
SEMA4F	SEMA4G
TMOD4	TMOD1
PIP5K1B	PIPSL
UBAP2L	UBAP2
AQP10	AQP7
AQP10	AQP9
AQP3	AQP9
SHE	SHB
SHE	SHD
SHB	SHF
SHB	SHD
SHF	SHD
SHC1	SHC4
SHC1	SHC2
SHC3	SHC4
SHC4	SHC2
FAM189B	FAM189A2
NTRK1	MUSK
NTRK1	NTRK2
NTRK1	NTRK3
MUSK	NTRK2
MUSK	NTRK3
NTRK2	NTRK3
SPTA1	SPTAN1
PRRC2B	PRRC2A
ZBTB37	ZBTB34
ZBTB37	ZBTB43
ZBTB37	ZBTB6
ZBTB37	NACC1
ZBTB34	NACC1
NACC1	ZBTB9
GPR52	GPR21
ASTN1	ASTN2
BRINP2	BRINP1
BRINP1	BRINP3
ANGPTL1	FIBCD1
FIBCD1	ANGPTL6
TOR3A	TOR2A
PDC	PDCL
PTGS2	PTGS1
KCNT2	KCNT1
LHX2	ISL1
CR2	SVEP1
SVEP1	CR1
TRAF5	TRAF1
TRAF5	TRAF3
TRAF1	TRAF2
TLR8	TLR3
ZNF141	ZNF92
ZNF141	ZNF727
ZNF141	ZNF479
ZNF141	ZNF716
ZNF141	ZNF679
ZNF721	ZNF337
ZNF721	ZNF92
ZNF721	ZNF727
ZNF721	ZNF479
ZNF721	ZNF716
ZNF721	ZNF679
ZNF479	ZNF70
ZNF716	ZNF70
ZNF727	ZNF70
ZNF679	ZNF70
ZNF107	ZNF184
ZNF107	ZNF12
ZNF107	ZNF337
ZNF107	ZNF33A
ZNF107	ZNF605
ZNF107	ZNF84
ZNF107	ZNF70
ZNF117	ZNF70
ZNF92	ZNF70
DCLRE1B	DCLRE1A
FAM76A	FAM76B
EPS8L2	EPS8L1
ALX3	ALX4
KCNC4	KCNC3
KCNC1	KCNC3
KCNC2	KCNC3
KCNA10	KCNA7
KCNA6	KCNA7
KCNA5	KCNA7
KCNA7	KCNA2
KCNA7	KCNA3
CD53	CD82
CD53	TSPAN4
CD53	TSPAN11
CD82	TSPAN9
TSPAN4	TSPAN11
TSPAN11	TSPAN18
TSPAN11	TSPAN9
SYT6	SYT9
SYT6	SYT10
SYT6	SYT3
SYT9	SYT3
SYT10	SYT3
NRAS	HRAS
NRAS	RRAS2
NRAS	KRAS
NRAS	RRAS
HRAS	KRAS
HRAS	RRAS
RRAS2	KRAS
RRAS2	RRAS
KRAS	RRAS
TSPAN2	CD81
TSPAN2	CD9
NGF	BDNF
NGF	NTF3
BDNF	NTF3
PDZK1	SLC9A3R1
PDZD3	AC239803.1
SLC9A3R1	AC239803.1
ARHGEF11	ARHGEF12
KCNJ9	KCNJ5
KCNJ9	KCNJ6
KCNJ5	KCNJ14
KCNJ5	KCNJ4
KCNJ6	KCNJ3
KCNJ6	KCNJ14
KCNJ12	KCNJ14
KCNJ14	KCNJ2
KCNJ14	KCNJ4
F11R	JAM2
USP21	USP3
ADAMTS4	ADAMTS8
ADAMTS4	ADAMTS15
ADAMTS4	ADAMTS5
ADAMTS4	ADAMTS1
PKP3	PKP2
TNNT3	TNNT1
TNNI1	TNNI2
TNNI2	TNNI3
CSRP1	CSRP3
CSRP1	CSRP2
NAV1	NAV2
NAV1	NAV3
PTPN7	PTPN5
PTPN7	PTPRR
PTPN5	PTPRR
LGR6	LGR5
LGR4	LGR5
CYB5R1	CYB5R2
CYB5R1	CYB5R3
MYBPH	MYBPC1
SOX13	SOX6
SOX6	SOX5
PLEKHA6	PLEKHA7
PLEKHA6	PLEKHA5
PLEKHA7	PLEKHA5
PLEKHA7	PLEKHA4
PIK3C2A	PIK3C2G
LBR	DHCR7
LBR	TM7SF2
CDC42BPA	CDC42BPG
CDC42BPG	CDC42BPB
PRSS38	TMPRSS5
PRSS38	TMPRSS4
PRSS38	HPN
TMPRSS5	TMPRSS11F
TMPRSS5	TMPRSS11B
TMPRSS5	TMPRSS11E
TMPRSS5	TPSB2
TMPRSS5	PRSS36
TMPRSS5	TPSAB1
TMPRSS5	PRSS21
TMPRSS5	HPN
TMPRSS5	TMPRSS2
TMPRSS5	TMPRSS3
TMPRSS4	TMPRSS11F
TMPRSS4	TMPRSS11B
TMPRSS4	TMPRSS11E
TMPRSS4	PRSS21
TMPRSS4	HPN
TMPRSS4	TMPRSS15
TMPRSS4	TMPRSS3
TMPRSS4	TMPRSS2
HPN	ST14
HPN	TMPRSS3
TMPRSS11F	PRSS21
TMPRSS11B	PRSS27
TMPRSS11B	PRSS22
TMPRSS11B	ACR
TMPRSS11E	PRSS21
TMPRSS11E	TPSAB1
TPSB2	TMPRSS2
PRSS36	PRSS21
PRSS36	TMPRSS6
TPSAB1	TMPRSS2
PRSS21	TMPRSS2
PRSS21	TMPRSS6
TMPRSS2	TMPRSS7
TMPRSS2	ST14
TMPRSS2	TMPRSS13
TMPRSS3	TMPRSS13
TMPRSS3	TPSG1
TMPRSS3	PRSS33
TMPRSS15	ST14
TMPRSS15	TMPRSS13
MAP3K21	MAP3K11
MAP3K21	MAP3K9
MAP3K21	MAP3K10
MAP3K11	MAP3K9
MAP3K11	MAP3K10
MAP3K9	MAP3K10
MAP3K10	MAP3K20
GNG4	GNG3
GNG4	GNG2
GNG3	GNG2
GNG3	GNG8
GNG2	GNG8
GPR137B	GPR137
GPR137	GPR137C
LGALS8	LGALS12
LGALS8	LGALS4
LGALS12	LGALS9B
LGALS12	LGALS9C
LGALS12	LGALS9
LGALS12	LGALS4
LGALS4	LGALS9C
LGALS4	LGALS9B
LGALS4	LGALS9
ZBTB18	ZBTB3
HNRNPU	HNRNPUL2
HNRNPUL2	HNRNPUL1
AL390719.1	PTPN6
ENO1	ENO2
ENO1	ENO3
ENO2	ENO3
FOXJ3	FOXJ2
SLC6A15	SLC6A20
SLC6A20	SLC6A19
DRAM2	DRAM1
SLC16A1	SLC16A6
SLC16A1	SLC16A2
SLC16A7	SLC16A14
SLC16A6	SLC16A10
SLC16A6	SLC16A13
SLC16A6	SLC16A3
SLC16A6	SLC16A8
SLC16A2	SLC16A8
SLC16A14	SLC16A10
SLC16A14	SLC16A12
SLC16A14	SLC16A9
SLC16A14	SLC16A8
SLC16A5	SLC16A10
SLC16A5	SLC16A11
CERS2	CERS5
CERS5	CERS3
KIF21B	KIF21A
PPP1R12B	PPP1R12A
PPP1R12B	PPP1R12C
PPP1R12A	PPP1R12C
SYT2	SYT5
SYT1	SYT5
KDM5B	KDM5A
KDM5B	KDM5C
KDM5A	KDM5C
PPFIA4	PPFIA2
PPFIA4	PPFIA3
PPFIA2	PPFIA1
PPFIA2	PPFIA3
PPFIA3	PPFIA1
BTG2	BTG1
FMOD	KERA
KERA	PRELP
KERA	OMD
GOLT1A	GOLT1B
MDM4	MDM2
ELK4	ELK3
ELK4	ELK1
ELK3	ELK1
ARF1	ARF3
HMGB4	HMGB1
HMGB4	HMGB1P1
HMGB1	HMGB3
HMGB3	HMGB1P5
KLHL17	KLHL28
VWA1	COCH
COCH	MATN3
IRF4	IRF8
PTPN14	PTPN21
TGFB2	TGFB1
FAM177B	FAM177A1
PPP1R13B	PPP1R13L
DEGS1	DEGS2
PSEN2	PSEN1
EGLN1	RAB4B-EGLN2
EGLN3	RAB4B-EGLN2
SLC35F3	SLC35F4
IRF2BPL	IRF2BP1
TOMM20	TOMM20L
RGS7	RGS9
RGS9	RGS11
PEX11B	PEX11A
PIAS3	PIAS1
PIAS3	PIAS2
TARS2	TARS3
TARS3	TARS1
MINDY1	MINDY2
BNIPL	BNIP2
LYSMD1	LYSMD2
ZNF687	ZNF532
ZNF280D	ZNF280C
CGN	CGNL1
CELF6	CELF4
CELF4	CELF5
OAZ3	OAZ2
OAZ3	OAZ1
OAZ2	OAZ1
LRRTM2	LRRTM4
LRRTM2	CPN2
LRRTM2	LRG1
RPS27	RPS27L
ATP8B2	ATP8B1
ATP8B2	ATP8B3
ATP8B4	ATP8B1
ATP8B4	ATP8B3
ATP8B1	ATP8B3
UBE2Q1	UBE2Q2
PYGO2	PYGO1
CLK2	CLK3
RHCG	RHAG
ISG20L2	AEN
INSRR	IGF1R
INSRR	INSR
IGF1R	INSR
TRIM17	TRIM69
TRIM69	TRIM58
RYR2	RYR3
RYR2	RYR1
CELA3B	CTRL
CELA3B	CTRB1
CELA3B	CTRB2
SLC9A1	SLC9A5
HSD3B2	HSD3B7
HSD3B7	HSD3B1
SLC25A34	SLC25A35
YBX2	YBX3
SLC16A10	SLC16A8
SLC16A13	SLC16A8
SLC16A13	SLC16A3
SLC16A3	SLC16A11
AP4B1	AP2B1
H3-3A	H3-3B
RIT1	RIT2
AL590609.1	RPL36
AL355864.1	RPL18A
ZNF658B	ZNF699
ZNF658B	ZNF700
ZNF658B	ZNF433
ZNF658B	ZNF791
ZNF658B	AC008758.1
ZNF658B	ZNF616
ZNF658B	ZNF85
ZNF658B	ZNF528
ZNF658B	ZNF30
ZNF658B	ZNF175
ZNF658B	ZNF43
ZNF658B	ZNF160
ZNF658B	ZNF841
ZNF658B	ZNF347
ZNF658B	ZNF599
ZNF658B	ZNF91
ZNF658B	ZNF836
ZNF658B	ZNF729
ZNF658B	ZNF615
ZNF658B	ZNF14
ZNF658B	ZNF254
ZNF658B	ZNF506
ZNF658B	ZNF665
ZNF658B	ZNF208
ZNF658B	ZNF429
ZNF658B	ZNF443
ZNF658B	ZNF726
ZNF699	PRDM9
ZNF699	ZNF169
ZNF699	ZNF782
ZNF699	ZNF189
ZNF699	ZNF726
ZNF699	ZNF729
ZNF699	ZNF254
ZNF699	ZNF429
ZNF699	ZNF43
ZNF699	ZNF506
ZNF699	ZNF85
ZNF699	ZNF208
ZNF699	ZNF91
ZNF699	ZNF599
ZNF699	ZNF30
ZNF699	ZNF45
ZNF699	ZNF221
ZNF699	ZNF226
ZNF699	ZNF227
ZNF699	ZNF235
ZNF443	ZNF226
ZNF443	ZNF235
ZNF443	ZNF45
ZNF443	ZNF221
ZNF443	ZNF227
ZNF443	ZNF85
ZNF443	ZNF91
ZNF443	ZNF43
ZNF443	ZNF729
ZNF443	ZNF429
ZNF443	ZNF726
ZNF443	ZNF30
ZNF443	ZNF208
ZNF443	ZNF506
ZNF443	ZNF189
ZNF443	ZNF599
ZNF443	ZNF254
ZNF791	PRDM9
ZNF791	ZNF169
ZNF791	ZNF782
ZNF791	ZNF189
ZNF791	ZNF726
ZNF791	ZNF729
ZNF791	ZNF429
ZNF791	ZNF43
ZNF791	ZNF254
ZNF791	ZNF506
ZNF791	ZNF85
ZNF791	ZNF208
ZNF791	ZNF91
