Paralog1	Paralog2
TRIM51	AC104389.5
TRIM51	TRIM6
TRIM51	TRIM6-TRIM34
TRIM51	TRIM34
TRIM51	TRIM5
TRIM51	TRIM22
TRIM51	TRIM3
TRIM51	TRIM66
TRIM51	TRIM36
TRIM51	TRIM4
TRIM51	TRIM54
TRIM51	TRIM71
TRIM51	TRIM56
TRIM51	TRIM2
TRIM51	AC013477.1
TRIM51	TRIM8
TRIM51	TRIM61
TRIM51	TRIM60
TRIM51	TRIM75P
TRIM51	TRIM44
TRIM51	TRIML2
TRIM51	TRIML1
TRIM51	TRIM63
TRIM51	TRIM24
TRIM51	TRIM49B
TRIM51	TRIM48
TRIM51	TRIM58
TRIM51	TRIM43B
TRIM51	TRIM43
TRIM51	TRIM17
TRIM51	TRIM46
TRIM51	TRIM49D2
TRIM51	TRIM49D1
TRIM51	TRIM67
TRIM51	TRIM77
TRIM51	TRIM37
TRIM51	TRIM65
TRIM51	TRIM33
TRIM51	TRIM29
TRIM51	TRIM25
TRIM51	TRIM45
TRIM51	TRIM47
TRIM51	TRIM11
TRIM51	TRIM16L
TRIM51	TRIM16
TRIM51	TRIM41
TRIM51	TRIM52
TRIM51	TRIM7
TRIM51	TRIM62
TRIM51	TRIM42
TRIM51	TRIM49C
TRIM51	TRIM49
TRIM68	MID1
TRIM68	TRIM35
TRIM68	TRIM69
TRIM68	TRIM9
TRIM68	TRIM14
TRIM68	TRIM38
TRIM68	TRIM27
TRIM68	BSPRY
TRIM68	MEFV
TRIM68	TRIM10
TRIM68	TRIM15
TRIM68	TRIM26
TRIM68	TRIM39
TRIM68	TRIM39-RPP21
TRIM68	TRIM32
TRIM68	TRIM55
TRIM68	TRIM50
TRIM68	PML
TRIM68	TRIM21
TRIM68	TRIM63
TRIM68	TRIM3
TRIM68	TRIM54
TRIM68	TRIM58
TRIM68	TRIM43B
TRIM68	TRIM43
TRIM68	TRIM60
TRIM68	TRIM61
TRIM68	TRIM5
TRIM68	AC104389.5
TRIM68	TRIM17
TRIM68	TRIM46
TRIM68	TRIM49D2
TRIM68	TRIM49D1
TRIM68	TRIM48
TRIM68	TRIM67
TRIM68	TRIM77
TRIM68	TRIM8
TRIM68	TRIM37
TRIM68	TRIM65
TRIM68	TRIM6-TRIM34
TRIM68	TRIM34
TRIM68	TRIM33
TRIM68	TRIM29
TRIM68	TRIM25
TRIM68	TRIM71
TRIM68	TRIM6
TRIM68	TRIM45
TRIM68	TRIM47
TRIM68	TRIM56
TRIM68	TRIM4
TRIM68	TRIM66
TRIM68	TRIM11
TRIM68	TRIM16L
TRIM68	TRIM16
TRIM68	TRIML2
TRIM68	TRIM41
TRIM68	TRIM52
TRIM68	TRIM2
TRIM68	AC013477.1
TRIM68	TRIM7
TRIM68	TRIM62
TRIM68	TRIM42
TRIM68	TRIM22
TRIM68	TRIM44
TRIM68	TRIM75P
TRIM68	TRIML1
TRIM68	TRIM49B
TRIM68	TRIM49C
TRIM68	TRIM49
TRIM68	TRIM24
TRIM68	TRIM36
TRIM63	MID1
TRIM63	TRIM35
TRIM63	TRIM69
TRIM63	TRIM9
TRIM63	TRIM14
TRIM63	TRIM38
TRIM63	TRIM27
TRIM63	BSPRY
TRIM63	MEFV
TRIM63	TRIM10
TRIM63	TRIM15
TRIM63	TRIM26
TRIM63	TRIM39
TRIM63	TRIM39-RPP21
TRIM63	TRIM32
TRIM63	TRIM50
TRIM63	PML
TRIM63	TRIM21
TRIM63	AC104389.5
TRIM63	TRIM6
TRIM63	TRIM6-TRIM34
TRIM63	TRIM34
TRIM63	TRIM5
TRIM63	TRIM22
TRIM63	TRIM3
TRIM63	TRIM66
TRIM63	TRIM36
TRIM63	TRIM4
TRIM63	TRIM54
TRIM63	TRIM71
TRIM63	TRIM56
TRIM63	TRIM2
TRIM63	AC013477.1
TRIM63	TRIM8
TRIM63	TRIM61
TRIM63	TRIM60
TRIM63	TRIM75P
TRIM63	TRIM44
TRIM63	TRIML2
TRIM63	TRIML1
TRIM63	TRIM58
TRIM63	TRIM43B
TRIM63	TRIM43
TRIM63	TRIM17
TRIM63	TRIM46
TRIM63	TRIM49D2
TRIM63	TRIM49D1
TRIM63	TRIM48
TRIM63	TRIM67
TRIM63	TRIM77
TRIM63	TRIM37
TRIM63	TRIM65
TRIM63	TRIM33
TRIM63	TRIM29
TRIM63	TRIM25
TRIM63	TRIM45
TRIM63	TRIM47
TRIM63	TRIM11
TRIM63	TRIM16L
TRIM63	TRIM16
TRIM63	TRIM41
TRIM63	TRIM52
TRIM63	TRIM7
TRIM63	TRIM62
TRIM63	TRIM42
TRIM63	TRIM49B
TRIM63	TRIM49C
TRIM63	TRIM49
TRIM63	TRIM24
TRIM3	MID1
TRIM3	TRIM35
TRIM3	TRIM69
TRIM3	TRIM9
TRIM3	TRIM14
TRIM3	TRIM38
TRIM3	TRIM27
TRIM3	BSPRY
TRIM3	MEFV
TRIM3	TRIM10
TRIM3	TRIM15
TRIM3	TRIM26
TRIM3	TRIM39
TRIM3	TRIM39-RPP21
TRIM3	TRIM32
TRIM3	TRIM55
TRIM3	TRIM50
TRIM3	PML
TRIM3	TRIM21
TRIM3	AC104389.5
TRIM3	TRIM6
TRIM3	TRIM6-TRIM34
TRIM3	TRIM34
TRIM3	TRIM5
TRIM3	TRIM22
TRIM3	TRIM54
TRIM3	TRIM58
TRIM3	TRIM43B
TRIM3	TRIM43
TRIM3	TRIM60
TRIM3	TRIM61
TRIM3	TRIM17
TRIM3	TRIM46
TRIM3	TRIM49D2
TRIM3	TRIM49D1
TRIM3	TRIM48
TRIM3	TRIM67
TRIM3	TRIM77
TRIM3	TRIM8
TRIM3	TRIM37
TRIM3	TRIM65
TRIM3	TRIM33
TRIM3	TRIM29
TRIM3	TRIM25
TRIM3	TRIM71
TRIM3	TRIM45
TRIM3	TRIM47
TRIM3	TRIM56
TRIM3	TRIM4
TRIM3	TRIM66
TRIM3	TRIM11
TRIM3	TRIM16L
TRIM3	TRIM16
TRIM3	TRIML2
TRIM3	TRIM41
TRIM3	TRIM52
TRIM3	AC013477.1
TRIM3	TRIM7
TRIM3	TRIM62
TRIM3	TRIM42
TRIM3	TRIM44
TRIM3	TRIM75P
TRIM3	TRIML1
TRIM3	TRIM49B
TRIM3	TRIM49C
TRIM3	TRIM49
TRIM3	TRIM24
TRIM3	TRIM36
TRIM21	MID1
TRIM21	TRIM35
TRIM21	TRIM69
TRIM21	TRIM9
TRIM21	TRIM14
TRIM21	TRIM38
TRIM21	TRIM27
TRIM21	BSPRY
TRIM21	MEFV
TRIM21	TRIM10
TRIM21	TRIM15
TRIM21	TRIM26
TRIM21	TRIM39
TRIM21	TRIM39-RPP21
TRIM21	TRIM32
TRIM21	TRIM55
TRIM21	TRIM50
TRIM21	PML
TRIM21	TRIM54
TRIM21	TRIM58
TRIM21	TRIM43B
TRIM21	TRIM43
TRIM21	TRIM60
TRIM21	TRIM61
TRIM21	TRIM5
TRIM21	AC104389.5
TRIM21	TRIM17
TRIM21	TRIM46
TRIM21	TRIM49D2
TRIM21	TRIM49D1
TRIM21	TRIM48
TRIM21	TRIM67
TRIM21	TRIM77
TRIM21	TRIM8
TRIM21	TRIM37
TRIM21	TRIM65
TRIM21	TRIM6-TRIM34
TRIM21	TRIM34
TRIM21	TRIM33
TRIM21	TRIM29
TRIM21	TRIM25
TRIM21	TRIM71
TRIM21	TRIM6
TRIM21	TRIM45
TRIM21	TRIM47
TRIM21	TRIM56
TRIM21	TRIM4
TRIM21	TRIM66
TRIM21	TRIM11
TRIM21	TRIM16L
TRIM21	TRIM16
TRIM21	TRIML2
TRIM21	TRIM41
TRIM21	TRIM52
TRIM21	TRIM2
TRIM21	AC013477.1
TRIM21	TRIM7
TRIM21	TRIM62
TRIM21	TRIM42
TRIM21	TRIM22
TRIM21	TRIM44
TRIM21	TRIM75P
TRIM21	TRIML1
TRIM21	TRIM49B
TRIM21	TRIM49C
TRIM21	TRIM49
TRIM21	TRIM24
TRIM21	TRIM36
TRIM54	MID1
TRIM54	TRIM35
TRIM54	TRIM69
TRIM54	TRIM9
TRIM54	TRIM14
TRIM54	TRIM38
TRIM54	TRIM27
TRIM54	BSPRY
TRIM54	MEFV
TRIM54	TRIM10
TRIM54	TRIM15
TRIM54	TRIM26
TRIM54	TRIM39
TRIM54	TRIM39-RPP21
TRIM54	TRIM32
TRIM54	TRIM55
TRIM54	TRIM50
TRIM54	PML
TRIM54	AC104389.5
TRIM54	TRIM6
TRIM54	TRIM6-TRIM34
TRIM54	TRIM34
TRIM54	TRIM5
TRIM54	TRIM22
TRIM54	TRIM66
TRIM54	TRIM36
TRIM54	TRIM4
TRIM54	TRIM58
TRIM54	TRIM43B
TRIM54	TRIM43
TRIM54	TRIM60
TRIM54	TRIM61
TRIM54	TRIM17
TRIM54	TRIM46
TRIM54	TRIM49D2
TRIM54	TRIM49D1
TRIM54	TRIM48
TRIM54	TRIM67
TRIM54	TRIM77
TRIM54	TRIM8
TRIM54	TRIM37
TRIM54	TRIM65
TRIM54	TRIM33
TRIM54	TRIM29
TRIM54	TRIM25
TRIM54	TRIM71
TRIM54	TRIM45
TRIM54	TRIM47
TRIM54	TRIM56
TRIM54	TRIM11
TRIM54	TRIM16L
TRIM54	TRIM16
TRIM54	TRIML2
TRIM54	TRIM41
TRIM54	TRIM52
TRIM54	TRIM2
TRIM54	AC013477.1
TRIM54	TRIM7
TRIM54	TRIM62
TRIM54	TRIM42
TRIM54	TRIM44
TRIM54	TRIM75P
TRIM54	TRIML1
TRIM54	TRIM49B
TRIM54	TRIM49C
TRIM54	TRIM49
TRIM54	TRIM24
TRIM55	TRIM35
TRIM55	TRIM69
TRIM55	TRIM9
TRIM55	TRIM14
TRIM55	TRIM38
TRIM55	TRIM27
TRIM55	BSPRY
TRIM55	MEFV
TRIM55	TRIM10
TRIM55	TRIM15
TRIM55	TRIM26
TRIM55	TRIM39
TRIM55	TRIM39-RPP21
TRIM55	TRIM32
TRIM55	TRIM58
TRIM55	TRIM43B
TRIM55	TRIM43
TRIM55	TRIM60
TRIM55	TRIM61
TRIM55	TRIM5
TRIM55	AC104389.5
TRIM55	TRIM17
TRIM55	PML
TRIM55	TRIM49D2
TRIM55	TRIM49D1
TRIM55	TRIM48
TRIM55	TRIM67
TRIM55	TRIM77
TRIM55	TRIM8
TRIM55	TRIM37
TRIM55	TRIM65
TRIM55	TRIM6-TRIM34
TRIM55	TRIM34
TRIM55	TRIM33
TRIM55	TRIM29
TRIM55	TRIM25
TRIM55	TRIM71
TRIM55	TRIM6
TRIM55	TRIM45
TRIM55	TRIM47
TRIM55	TRIM56
TRIM55	TRIM4
TRIM55	TRIM66
TRIM55	TRIM11
TRIM55	TRIM16L
TRIM55	TRIM16
TRIM55	TRIML2
TRIM55	TRIM41
TRIM55	TRIM52
TRIM55	TRIM2
TRIM55	AC013477.1
TRIM55	TRIM7
TRIM55	TRIM62
TRIM55	TRIM42
TRIM55	TRIM22
TRIM55	TRIM44
TRIM55	TRIM75P
TRIM55	TRIM50
TRIM55	TRIML1
TRIM55	TRIM49B
TRIM55	TRIM49C
TRIM55	TRIM49
TRIM55	TRIM24
TRIM58	MID1
TRIM58	TRIM35
TRIM58	TRIM9
TRIM58	TRIM14
TRIM58	TRIM38
TRIM58	TRIM27
TRIM58	BSPRY
TRIM58	MEFV
TRIM58	TRIM10
TRIM58	TRIM15
TRIM58	TRIM26
TRIM58	TRIM39
TRIM58	TRIM39-RPP21
TRIM58	TRIM32
TRIM58	TRIM50
TRIM58	PML
TRIM58	AC104389.5
TRIM58	TRIM6
TRIM58	TRIM6-TRIM34
TRIM58	TRIM34
TRIM58	TRIM5
TRIM58	TRIM22
TRIM58	TRIM66
TRIM58	TRIM36
TRIM58	TRIM4
TRIM58	TRIM71
TRIM58	TRIM56
TRIM58	TRIM2
TRIM58	AC013477.1
TRIM58	TRIM8
TRIM58	TRIM61
TRIM58	TRIM60
TRIM58	TRIM75P
TRIM58	TRIM44
TRIM58	TRIML2
TRIM58	TRIML1
TRIM58	TRIM24
TRIM58	TRIM49B
TRIM58	TRIM48
TRIM58	TRIM62
TRIM58	TRIM7
TRIM58	TRIM41
TRIM58	TRIM52
TRIM58	TRIM43B
TRIM58	TRIM43
TRIM58	TRIM42
TRIM58	TRIM77
TRIM58	TRIM49
TRIM58	TRIM49D1
TRIM58	TRIM49D2
TRIM58	TRIM49C
TRIM58	TRIM33
TRIM58	TRIM45
TRIM58	TRIM29
TRIM58	TRIM46
TRIM58	TRIM11
TRIM58	TRIM17
TRIM58	TRIM67
TRIM58	TRIM37
TRIM58	TRIM65
TRIM58	TRIM25
TRIM58	TRIM47
TRIM58	TRIM16L
TRIM58	TRIM16
TRIM43B	MID1
TRIM43B	TRIM35
TRIM43B	TRIM69
TRIM43B	TRIM9
TRIM43B	TRIM14
TRIM43B	TRIM38
TRIM43B	TRIM27
TRIM43B	BSPRY
TRIM43B	MEFV
TRIM43B	TRIM10
TRIM43B	TRIM15
TRIM43B	TRIM26
TRIM43B	TRIM39
TRIM43B	TRIM39-RPP21
TRIM43B	TRIM32
TRIM43B	TRIM50
TRIM43B	PML
TRIM43B	AC104389.5
TRIM43B	TRIM6
TRIM43B	TRIM6-TRIM34
TRIM43B	TRIM34
TRIM43B	TRIM5
TRIM43B	TRIM22
TRIM43B	TRIM66
TRIM43B	TRIM36
TRIM43B	TRIM4
TRIM43B	TRIM71
TRIM43B	TRIM56
TRIM43B	TRIM2
TRIM43B	AC013477.1
TRIM43B	TRIM8
TRIM43B	TRIM61
TRIM43B	TRIM60
TRIM43B	TRIM75P
TRIM43B	TRIM44
TRIM43B	TRIML2
TRIM43B	TRIML1
TRIM43B	TRIM24
TRIM43B	TRIM49B
TRIM43B	TRIM48
TRIM43B	TRIM62
TRIM43B	TRIM7
TRIM43B	TRIM41
TRIM43B	TRIM52
TRIM43B	TRIM17
TRIM43B	TRIM46
TRIM43B	TRIM49D2
TRIM43B	TRIM49D1
TRIM43B	TRIM67
TRIM43B	TRIM77
TRIM43B	TRIM37
TRIM43B	TRIM65
TRIM43B	TRIM33
TRIM43B	TRIM29
TRIM43B	TRIM25
TRIM43B	TRIM45
TRIM43B	TRIM47
TRIM43B	TRIM11
TRIM43B	TRIM16L
TRIM43B	TRIM16
TRIM43B	TRIM42
TRIM43B	TRIM49C
TRIM43B	TRIM49
TRIM43	MID1
TRIM43	TRIM35
TRIM43	TRIM69
TRIM43	TRIM9
TRIM43	TRIM14
TRIM43	TRIM38
TRIM43	TRIM27
TRIM43	BSPRY
TRIM43	MEFV
TRIM43	TRIM10
TRIM43	TRIM15
TRIM43	TRIM26
TRIM43	TRIM39
TRIM43	TRIM39-RPP21
TRIM43	TRIM32
TRIM43	TRIM50
TRIM43	PML
TRIM43	AC104389.5
TRIM43	TRIM6
TRIM43	TRIM6-TRIM34
TRIM43	TRIM34
TRIM43	TRIM5
TRIM43	TRIM22
TRIM43	TRIM66
TRIM43	TRIM36
TRIM43	TRIM4
TRIM43	TRIM71
TRIM43	TRIM56
TRIM43	TRIM2
TRIM43	AC013477.1
TRIM43	TRIM8
TRIM43	TRIM61
TRIM43	TRIM60
TRIM43	TRIM75P
TRIM43	TRIM44
TRIM43	TRIML2
TRIM43	TRIML1
TRIM43	TRIM24
TRIM43	TRIM49B
TRIM43	TRIM48
TRIM43	TRIM62
TRIM43	TRIM7
TRIM43	TRIM41
TRIM43	TRIM52
TRIM43	TRIM17
TRIM43	TRIM46
TRIM43	TRIM49D2
TRIM43	TRIM49D1
TRIM43	TRIM67
TRIM43	TRIM77
TRIM43	TRIM37
TRIM43	TRIM65
TRIM43	TRIM33
TRIM43	TRIM29
TRIM43	TRIM25
TRIM43	TRIM45
TRIM43	TRIM47
TRIM43	TRIM11
TRIM43	TRIM16L
TRIM43	TRIM16
TRIM43	TRIM42
TRIM43	TRIM49C
TRIM43	TRIM49
TRIM60	MID1
TRIM60	TRIM35
TRIM60	TRIM69
TRIM60	TRIM9
TRIM60	TRIM14
TRIM60	TRIM38
TRIM60	TRIM27
TRIM60	BSPRY
TRIM60	MEFV
TRIM60	TRIM10
TRIM60	TRIM15
TRIM60	TRIM26
TRIM60	TRIM39
TRIM60	TRIM39-RPP21
TRIM60	TRIM32
TRIM60	TRIM50
TRIM60	PML
TRIM60	AC104389.5
TRIM60	TRIM6
TRIM60	TRIM6-TRIM34
TRIM60	TRIM34
TRIM60	TRIM5
TRIM60	TRIM22
TRIM60	TRIM66
TRIM60	TRIM36
TRIM60	TRIM4
TRIM60	TRIM71
TRIM60	TRIM56
TRIM60	TRIM2
TRIM60	AC013477.1
TRIM60	TRIM8
TRIM60	TRIM17
TRIM60	TRIM46
TRIM60	TRIM49D2
TRIM60	TRIM49D1
TRIM60	TRIM48
TRIM60	TRIM67
TRIM60	TRIM77
TRIM60	TRIM37
TRIM60	TRIM65
TRIM60	TRIM33
TRIM60	TRIM29
TRIM60	TRIM25
TRIM60	TRIM45
TRIM60	TRIM47
TRIM60	TRIM11
TRIM60	TRIM16L
TRIM60	TRIM16
TRIM60	TRIML2
TRIM60	TRIM41
TRIM60	TRIM52
TRIM60	TRIM62
TRIM60	TRIM42
TRIM60	TRIM44
TRIM60	TRIM75P
TRIM60	TRIML1
TRIM60	TRIM49B
TRIM60	TRIM49C
TRIM60	TRIM49
TRIM60	TRIM24
TRIM61	MID1
TRIM61	TRIM35
TRIM61	TRIM69
TRIM61	TRIM9
TRIM61	TRIM14
TRIM61	TRIM38
TRIM61	TRIM27
TRIM61	BSPRY
TRIM61	MEFV
TRIM61	TRIM10
TRIM61	TRIM15
TRIM61	TRIM26
TRIM61	TRIM39
TRIM61	TRIM39-RPP21
TRIM61	TRIM32
TRIM61	TRIM50
TRIM61	PML
TRIM61	AC104389.5
TRIM61	TRIM6
TRIM61	TRIM6-TRIM34
TRIM61	TRIM34
TRIM61	TRIM5
TRIM61	TRIM22
TRIM61	TRIM66
TRIM61	TRIM36
TRIM61	TRIM4
TRIM61	TRIM71
TRIM61	TRIM56
TRIM61	TRIM2
TRIM61	AC013477.1
TRIM61	TRIM8
TRIM61	TRIM17
TRIM61	TRIM46
TRIM61	TRIM49D2
TRIM61	TRIM49D1
TRIM61	TRIM48
TRIM61	TRIM67
TRIM61	TRIM77
TRIM61	TRIM37
TRIM61	TRIM65
TRIM61	TRIM33
TRIM61	TRIM29
TRIM61	TRIM25
TRIM61	TRIM45
TRIM61	TRIM47
TRIM61	TRIM11
TRIM61	TRIM16L
TRIM61	TRIM16
TRIM61	TRIML2
TRIM61	TRIM41
TRIM61	TRIM52
TRIM61	TRIM7
TRIM61	TRIM62
TRIM61	TRIM42
TRIM61	TRIM44
TRIM61	TRIM75P
TRIM61	TRIML1
TRIM61	TRIM49B
TRIM61	TRIM49C
TRIM61	TRIM49
TRIM61	TRIM24
TRIM5	MID1
TRIM5	TRIM35
TRIM5	TRIM69
TRIM5	TRIM9
TRIM5	TRIM14
TRIM5	TRIM38
TRIM5	TRIM27
TRIM5	BSPRY
TRIM5	MEFV
TRIM5	TRIM10
TRIM5	TRIM15
TRIM5	TRIM26
TRIM5	TRIM39
TRIM5	TRIM39-RPP21
TRIM5	TRIM32
TRIM5	TRIM50
TRIM5	PML
TRIM5	TRIM6
TRIM5	TRIM6-TRIM34
TRIM5	TRIM34
TRIM5	TRIM17
TRIM5	TRIM46
TRIM5	TRIM49D2
TRIM5	TRIM49D1
TRIM5	TRIM48
TRIM5	TRIM67
TRIM5	TRIM77
TRIM5	TRIM8
TRIM5	TRIM37
TRIM5	TRIM65
TRIM5	TRIM33
TRIM5	TRIM29
TRIM5	TRIM25
TRIM5	TRIM71
TRIM5	TRIM45
TRIM5	TRIM47
TRIM5	TRIM56
TRIM5	TRIM4
TRIM5	TRIM66
TRIM5	TRIM11
TRIM5	TRIM16L
TRIM5	TRIM16
TRIM5	TRIML2
TRIM5	TRIM41
TRIM5	TRIM52
TRIM5	TRIM2
TRIM5	AC013477.1
TRIM5	TRIM7
TRIM5	TRIM62
TRIM5	TRIM42
TRIM5	TRIM22
TRIM5	TRIM44
TRIM5	TRIM75P
TRIM5	TRIML1
TRIM5	TRIM49B
TRIM5	TRIM49C
TRIM5	TRIM49
TRIM5	TRIM24
TRIM5	TRIM36
AC104389.5	MID1
AC104389.5	TRIM35
AC104389.5	TRIM69
AC104389.5	TRIM9
AC104389.5	TRIM14
AC104389.5	TRIM38
AC104389.5	TRIM27
AC104389.5	BSPRY
AC104389.5	MEFV
AC104389.5	TRIM10
AC104389.5	TRIM15
AC104389.5	TRIM26
AC104389.5	TRIM39
AC104389.5	TRIM39-RPP21
AC104389.5	TRIM32
AC104389.5	TRIM50
AC104389.5	PML
AC104389.5	TRIM17
AC104389.5	TRIM46
AC104389.5	TRIM49D2
AC104389.5	TRIM49D1
AC104389.5	TRIM48
AC104389.5	TRIM67
AC104389.5	TRIM77
AC104389.5	TRIM8
AC104389.5	TRIM37
AC104389.5	TRIM65
AC104389.5	TRIM6-TRIM34
AC104389.5	TRIM34
AC104389.5	TRIM33
AC104389.5	TRIM29
AC104389.5	TRIM25
AC104389.5	TRIM71
AC104389.5	TRIM6
AC104389.5	TRIM45
AC104389.5	TRIM47
AC104389.5	TRIM56
AC104389.5	TRIM4
AC104389.5	TRIM66
AC104389.5	TRIM11
AC104389.5	TRIM16L
AC104389.5	TRIM16
AC104389.5	TRIML2
AC104389.5	TRIM41
AC104389.5	TRIM52
AC104389.5	TRIM2
AC104389.5	AC013477.1
AC104389.5	TRIM7
AC104389.5	TRIM62
AC104389.5	TRIM42
AC104389.5	TRIM22
AC104389.5	TRIM44
AC104389.5	TRIM75P
AC104389.5	TRIML1
AC104389.5	TRIM49B
AC104389.5	TRIM49C
AC104389.5	TRIM49
AC104389.5	TRIM24
AC104389.5	TRIM36
TRIM17	MID1
TRIM17	TRIM35
TRIM17	TRIM9
TRIM17	TRIM14
TRIM17	TRIM38
TRIM17	TRIM27
TRIM17	BSPRY
TRIM17	MEFV
TRIM17	TRIM10
TRIM17	TRIM15
TRIM17	TRIM26
TRIM17	TRIM39
TRIM17	TRIM39-RPP21
TRIM17	TRIM32
TRIM17	TRIM50
TRIM17	PML
TRIM17	TRIM6
TRIM17	TRIM6-TRIM34
TRIM17	TRIM34
TRIM17	TRIM22
TRIM17	TRIM66
TRIM17	TRIM36
TRIM17	TRIM4
TRIM17	TRIM71
TRIM17	TRIM56
TRIM17	TRIM2
TRIM17	AC013477.1
TRIM17	TRIM8
TRIM17	TRIM75P
TRIM17	TRIM44
TRIM17	TRIML2
TRIM17	TRIML1
TRIM17	TRIM24
TRIM17	TRIM49B
TRIM17	TRIM48
TRIM17	TRIM62
TRIM17	TRIM7
TRIM17	TRIM41
TRIM17	TRIM52
TRIM17	TRIM42
TRIM17	TRIM77
TRIM17	TRIM49
TRIM17	TRIM49D1
TRIM17	TRIM49D2
TRIM17	TRIM49C
TRIM17	TRIM33
TRIM17	TRIM45
TRIM17	TRIM29
TRIM17	TRIM46
TRIM17	TRIM11
TRIM17	TRIM67
TRIM17	TRIM37
TRIM17	TRIM65
TRIM17	TRIM25
TRIM17	TRIM47
TRIM17	TRIM16L
TRIM17	TRIM16
PML	MID1
PML	TRIM35
PML	TRIM69
PML	TRIM9
PML	TRIM14
PML	TRIM38
PML	TRIM27
PML	BSPRY
PML	MEFV
PML	TRIM10
PML	TRIM15
PML	TRIM26
PML	TRIM39
PML	TRIM39-RPP21
PML	TRIM32
PML	TRIM50
PML	TRIM46
PML	TRIM49D2
PML	TRIM49D1
PML	TRIM48
PML	TRIM67
PML	TRIM77
PML	TRIM8
PML	TRIM37
PML	TRIM65
PML	TRIM6-TRIM34
PML	TRIM34
PML	TRIM33
PML	TRIM29
PML	TRIM25
PML	TRIM71
PML	TRIM6
PML	TRIM45
PML	TRIM47
PML	TRIM56
PML	TRIM4
PML	TRIM66
PML	TRIM11
PML	TRIM16L
PML	TRIM16
PML	TRIML2
PML	TRIM41
PML	TRIM52
PML	TRIM2
PML	AC013477.1
PML	TRIM7
PML	TRIM62
PML	TRIM42
PML	TRIM22
PML	TRIM44
PML	TRIM75P
PML	TRIML1
PML	TRIM49B
PML	TRIM49C
PML	TRIM49
PML	TRIM24
PML	TRIM36
TRIM46	MID1
TRIM46	TRIM35
TRIM46	TRIM69
TRIM46	TRIM9
TRIM46	TRIM14
TRIM46	TRIM38
TRIM46	TRIM27
TRIM46	BSPRY
TRIM46	MEFV
TRIM46	TRIM10
TRIM46	TRIM15
TRIM46	TRIM26
TRIM46	TRIM39
TRIM46	TRIM39-RPP21
TRIM46	TRIM32
TRIM46	TRIM50
TRIM46	TRIM6
TRIM46	TRIM6-TRIM34
TRIM46	TRIM34
TRIM46	TRIM22
TRIM46	TRIM66
TRIM46	TRIM4
TRIM46	TRIM71
TRIM46	TRIM56
TRIM46	TRIM2
TRIM46	AC013477.1
TRIM46	TRIM8
TRIM46	TRIM75P
TRIM46	TRIM44
TRIM46	TRIML2
TRIM46	TRIML1
TRIM46	TRIM24
TRIM46	TRIM49B
TRIM46	TRIM48
TRIM46	TRIM62
TRIM46	TRIM7
TRIM46	TRIM41
TRIM46	TRIM52
TRIM46	TRIM42
TRIM46	TRIM77
TRIM46	TRIM49
TRIM46	TRIM49D1
TRIM46	TRIM49D2
TRIM46	TRIM49C
TRIM46	TRIM33
TRIM46	TRIM45
TRIM46	TRIM29
TRIM46	TRIM67
TRIM46	TRIM37
TRIM46	TRIM65
TRIM46	TRIM25
TRIM46	TRIM47
TRIM46	TRIM11
TRIM46	TRIM16L
TRIM46	TRIM16
TRIM49D2	MID1
TRIM49D2	TRIM35
TRIM49D2	TRIM69
TRIM49D2	TRIM9
TRIM49D2	TRIM14
TRIM49D2	TRIM38
TRIM49D2	TRIM27
TRIM49D2	BSPRY
TRIM49D2	MEFV
TRIM49D2	TRIM10
TRIM49D2	TRIM15
TRIM49D2	TRIM26
TRIM49D2	TRIM39
TRIM49D2	TRIM39-RPP21
TRIM49D2	TRIM32
TRIM49D2	TRIM50
TRIM49D2	TRIM6
TRIM49D2	TRIM6-TRIM34
TRIM49D2	TRIM34
TRIM49D2	TRIM22
TRIM49D2	TRIM66
TRIM49D2	TRIM36
TRIM49D2	TRIM4
TRIM49D2	TRIM71
TRIM49D2	TRIM56
TRIM49D2	TRIM2
TRIM49D2	AC013477.1
TRIM49D2	TRIM8
TRIM49D2	TRIM75P
TRIM49D2	TRIM44
TRIM49D2	TRIML2
TRIM49D2	TRIML1
TRIM49D2	TRIM24
TRIM49D2	TRIM49B
TRIM49D2	TRIM62
TRIM49D2	TRIM7
TRIM49D2	TRIM41
TRIM49D2	TRIM52
TRIM49D2	TRIM42
TRIM49D2	TRIM77
TRIM49D2	TRIM49
TRIM49D2	TRIM67
TRIM49D2	TRIM37
TRIM49D2	TRIM65
TRIM49D2	TRIM33
TRIM49D2	TRIM29
TRIM49D2	TRIM25
TRIM49D2	TRIM45
TRIM49D2	TRIM47
TRIM49D2	TRIM11
TRIM49D2	TRIM16L
TRIM49D2	TRIM16
TRIM49D2	TRIM49C
TRIM49D1	MID1
TRIM49D1	TRIM35
TRIM49D1	TRIM69
TRIM49D1	TRIM9
TRIM49D1	TRIM14
TRIM49D1	TRIM38
TRIM49D1	TRIM27
TRIM49D1	BSPRY
TRIM49D1	MEFV
TRIM49D1	TRIM10
TRIM49D1	TRIM15
TRIM49D1	TRIM26
TRIM49D1	TRIM39
TRIM49D1	TRIM39-RPP21
TRIM49D1	TRIM32
TRIM49D1	TRIM50
TRIM49D1	TRIM6
TRIM49D1	TRIM6-TRIM34
TRIM49D1	TRIM34
TRIM49D1	TRIM22
TRIM49D1	TRIM66
TRIM49D1	TRIM36
TRIM49D1	TRIM4
