Paralog1	Paralog2
GET1-SH3BGR	SH3BGR
WDFY1	AC093884.1
AL049779.1	RDH11
PGA4	PGA3
PGA4	PGA5
PGA3	PGA5
CTSD	AC068580.4
UTP14C	UTP14A
PCDHB9	PCDHB10
PCDHGA11	PCDHGA12
PCDHGB5	PCDHGB4
PCDHB12	PCDHB11
PCDHA8	PCDHA6
PCDHA12	PCDHA10
PCDHGB3	PCDHGB1
PCDHA9	PCDHA7
ZNF280D	AC090517.4
PRR20A	PRR20E
PRR20A	PRR20C
PRR20A	PRR20B
PRR20A	PRR20D
PRR20A	PRR20G
PRR20E	PRR20C
PRR20E	PRR20B
PRR20E	PRR20D
PRR20E	PRR20G
PRR20C	PRR20D
PRR20C	PRR20B
PRR20C	PRR20G
PRR20B	PRR20D
PRR20B	PRR20G
PRR20D	PRR20G
FAM47C	FAM47A
RSPH10B2	RSPH10B
PDE11A	PDE11A
AC008397.2	PDE4C
PDE8B	AC022414.1
TBC1D3C	TBC1D3B
TBC1D3C	TBC1D3I
TBC1D3C	TBC1D3G
TBC1D3C	TBC1D3H
TBC1D3C	TBC1D3F
TBC1D3C	TBC1D3K
TBC1D3C	TBC1D3L
TBC1D3C	TBC1D3D
TBC1D3C	TBC1D3
TBC1D3C	TBC1D3E
TBC1D3	TBC1D3B
TBC1D3	TBC1D3I
TBC1D3	TBC1D3G
TBC1D3	TBC1D3H
TBC1D3	TBC1D3F
TBC1D3	TBC1D3K
TBC1D3	TBC1D3L
TBC1D3	TBC1D3D
TBC1D3	TBC1D3E
TBC1D3E	TBC1D3B
TBC1D3E	TBC1D3I
TBC1D3E	TBC1D3G
TBC1D3E	TBC1D3H
TBC1D3E	TBC1D3F
TBC1D3E	TBC1D3K
TBC1D3E	TBC1D3L
TBC1D3E	TBC1D3D
TBC1D3G	TBC1D3B
TBC1D3G	TBC1D3I
TBC1D3G	TBC1D3H
TBC1D3G	TBC1D3L
TBC1D3G	TBC1D3D
TBC1D3G	TBC1D3K
TBC1D3G	TBC1D3F
TBC1D3B	TBC1D3H
TBC1D3B	TBC1D3L
TBC1D3B	TBC1D3D
TBC1D3B	TBC1D3I
TBC1D3B	TBC1D3K
TBC1D3B	TBC1D3F
TBC1D3H	TBC1D3I
TBC1D3H	TBC1D3L
TBC1D3H	TBC1D3D
TBC1D3H	TBC1D3K
TBC1D3H	TBC1D3F
TBC1D3L	TBC1D3I
TBC1D3L	TBC1D3F
TBC1D3L	TBC1D3K
TBC1D3L	TBC1D3D
TBC1D3D	TBC1D3I
TBC1D3D	TBC1D3F
TBC1D3D	TBC1D3K
TBC1D3I	TBC1D3K
TBC1D3I	TBC1D3F
TBC1D3K	TBC1D3F
AC078815.1	TBC1D30
AC004997.1	TBC1D10A
TBC1D28	TBC1D26
COMMD7	FO393400.1
CLN5	AC001226.2
RRP1B	RRP1
AC171558.3	OR4M2
AC171558.3	AC135068.1
AC171558.3	OR4M1
OR4M2	OR4M1
OR4M2	AC135068.1
AC135068.1	OR4M1
OR1L4	OR1L6
AC135068.4	AC171558.1
AC135068.4	LINC02203
AC135068.4	AC134980.2
AC135068.4	OR4N4
LINC02203	AC171558.1
LINC02203	AC134980.2
LINC02203	OR4N4
OR4N4	AC171558.1
OR4N4	AC134980.2
AC134980.2	AC171558.1
OR1S2	OR1S1
OR4F16	OR4F21
OR4F16	OR4F29
OR4F16	OR4F3
OR4F29	OR4F21
OR4F29	OR4F3
OR4F3	OR4F21
OR4D2	OR4D1
OR1F1	OR1K1
OR4F17	OR4F5
OR4F17	OR4F4
OR4F5	OR4F4
OR7C2	OR7C1
OR12D2	OR12D1
OR1A1	OR1A2
OR1E2	OR1E1
OR4C46	OR4C13
OR2A5	OR2A1
OR2A5	OR2A42
OR2A5	OR2A12
OR2A5	OR2A14
OR2A5	OR2A2
OR2A1	OR2A12
OR2A1	OR2A2
OR2A1	OR2A14
OR2A1	OR2A42
OR2A42	OR2A12
OR2A42	OR2A2
OR2A42	OR2A14
OR2A14	OR2A12
OR2A14	OR2A2
OR2A12	OR2A2
OR2A25	OR2A4
OR2A25	OR2A7
OR2A7	OR2A4
OR7A17	OR7A5
OR7A17	OR7A10
OR7A5	OR7A10
OR6N2	OR6N1
OR4A5	OR4A8
POU5F1	POU5F1B
AC091959.1	RBM27
TLR9	AC097637.1
HSD3B2	HSD3B1
KRTAP10-1	KRTAP10-5
KRTAP10-1	KRTAP10-3
KRTAP4-12	KRTAP4-7
KRTAP4-12	KRTAP4-6
KRTAP4-7	KRTAP4-6
KRTAP2-2	KRTAP2-1
KRTAP2-2	KRTAP2-4
KRTAP2-2	KRTAP2-3
KRTAP2-1	KRTAP2-4
KRTAP2-1	KRTAP2-3
KRTAP2-4	KRTAP2-3
KRTAP4-2	KRTAP4-1
KRTAP10-6	KRTAP10-9
KRTAP4-4	KRTAP4-8
KRTAP4-4	KRTAP4-16
KRTAP4-4	KRTAP4-9
KRTAP4-4	KRTAP4-11
KRTAP4-11	KRTAP4-8
KRTAP4-11	KRTAP4-16
KRTAP4-11	KRTAP4-9
KRTAP4-16	KRTAP4-8
KRTAP4-16	KRTAP4-9
KRTAP4-9	KRTAP4-8
KRTAP5-8	KRTAP5-6
KRTAP10-12	KRTAP10-2
KRTAP10-12	KRTAP10-8
KRTAP10-8	KRTAP10-2
KRTAP10-10	KRTAP10-7
KRTAP5-5	KRTAP5-2
KRTAP12-1	KRTAP12-3
KRTAP12-1	KRTAP12-2
KRTAP12-2	KRTAP12-3
KRTAP9-7	KRTAP9-2
KRTAP9-7	KRTAP9-3
KRTAP9-7	KRTAP9-8
KRTAP9-7	KRTAP9-4
KRTAP9-7	KRTAP9-9
KRTAP9-7	KRTAP9-6
KRTAP9-2	KRTAP9-3
KRTAP9-2	KRTAP9-8
KRTAP9-2	KRTAP9-4
KRTAP9-2	KRTAP9-9
KRTAP9-2	KRTAP9-6
KRTAP9-3	KRTAP9-4
KRTAP9-3	KRTAP9-8
KRTAP9-3	KRTAP9-9
KRTAP9-3	KRTAP9-6
KRTAP9-4	KRTAP9-8
KRTAP9-4	KRTAP9-9
KRTAP9-4	KRTAP9-6
KRTAP9-8	KRTAP9-9
KRTAP9-8	KRTAP9-6
KRTAP9-9	KRTAP9-6
KRTAP10-11	KRTAP10-4
KRTAP1-1	KRTAP1-5
KRTAP1-1	KRTAP1-4
KRTAP1-1	KRTAP1-3
KRTAP1-3	KRTAP1-5
KRTAP1-3	KRTAP1-4
KRTAP1-5	KRTAP1-4
KRTAP10-5	KRTAP10-3
UBE2N	UBE2NL
PEDS1-UBE2V1	PEDS1
UBE2F	UBE2F-SCLY
AC022826.2	UBE2W
DNAJC14	AC023055.1
ITGB3	AC068234.1
HCAR2	HCAR3
HCAR2	HCAR1
HCAR3	HCAR1
FFAR2	FFAR3
FFAR2	GPR42
FFAR3	GPR42
RNF113B	RNF113A
DDI2	DDI1
TM9SF1	AL136295.4
TM9SF1	AL136295.1
AL136295.1	AL136295.4
ZXDB	ZXDA
AP003071.5	TPCN2
SCN2A	SCN1A
BIVM-ERCC5	BIVM
BIVM-ERCC5	ERCC5
BIVM	ERCC5
EFNA3	AL691442.1
TNFSF13	TNFSF12-TNFSF13
MYO5B	AC090227.2
RAB4B	RAB4B-EGLN2
RAB6C	RAB6D
AL358472.6	RAB13
RAB5C	AC099811.2
OR11H1	OR11H12
OR11H1	OR11H2
OR11H12	OR11H2
PROKR1	PROKR2
OR11H6	OR11H7
OR11H6	OR11H4
OR11H4	OR11H7
NPY4R	NPY4R2
HP	HPR
PRSS55	PRSS51
AC126283.2	CFI
XKR3	XKRX
ATP6V1E1	ATP6V1E2
RASA4	RASA4B
RASA4	AC093668.1
RASA4B	AC093668.1
DHFR2	DHFR
GGTLC3	GGT2
GGTLC3	GGT1
GGTLC3	GGTLC1
GGTLC3	GGTLC2
GGT2	GGT1
GGT2	GGTLC2
GGT1	GGTLC2
TMEM191B	TMEM191C
RIMBP3	RIMBP3B
RIMBP3	RIMBP3C
RIMBP3	TSPOAP1
RIMBP3B	RIMBP3C
RIMBP3B	TSPOAP1
RIMBP3C	TSPOAP1
FAM246B	FAM246A
FAM246B	FAM246C
FAM246A	FAM246C
RHOXF2B	RHOXF2
MYL12A	MYL12B
SEPTIN5	AC000093.1
RTL8B	RTL8A
RTL8B	RTL8C
RTL8A	RTL8C
L3MBTL1	AL031681.2
L3MBTL1	Z98752.3
AL031681.2	Z98752.3
ARHGAP19	ARHGAP19-SLIT1
TMEFF1	MSANTD3-TMEFF1
AP000812.3	AP000812.4
SOGA3	AL096711.2
RGPD2	RGPD1
RGPD2	RGPD6
RGPD2	RGPD5
RGPD2	RGPD8
RGPD1	RGPD6
RGPD1	RGPD5
RGPD1	RGPD8
RGPD5	RGPD3
RGPD5	RGPD4
RGPD5	RGPD6
RGPD5	RGPD8
RGPD6	RGPD3
RGPD6	RGPD4
RGPD6	RGPD8
RGPD4	RGPD3
RGPD4	RGPD8
RGPD8	RGPD3
CCDC188	TMCO5A
CCDC188	SMCO2
TMCO5A	SMCO2
AC093227.2	ZNF607
ZNF829	ZNF383
ZNF33B	ZNF33A
ZNF544	AC020915.4
ZNF695	ZNF727
ZNF695	ZNF736
ZNF695	ZNF682
ZNF695	ZNF85
ZNF695	ZNF724
ZNF695	ZNF681
ZNF695	ZNF678
ZNF681	ZNF727
ZNF681	ZNF736
ZNF681	ZNF682
ZNF681	ZNF85
ZNF681	ZNF724
ZNF681	ZNF678
ZNF724	ZNF727
ZNF724	ZNF736
ZNF724	ZNF682
ZNF724	ZNF85
ZNF724	ZNF678
ZNF85	ZNF727
ZNF85	ZNF736
ZNF85	ZNF682
ZNF85	ZNF678
ZNF682	ZNF727
ZNF682	ZNF736
ZNF682	ZNF678
ZNF736	ZNF727
ZNF736	ZNF678
ZNF727	ZNF678
ZNF90	ZNF716
ZNF90	ZNF722P
ZNF90	ZNF735
ZNF90	ZNF679
ZNF90	ZNF506
ZNF90	ZNF486
ZNF90	ZNF492
ZNF90	ZNF254
ZNF90	ZNF714
ZNF90	ZNF676
ZNF90	ZNF726
ZNF90	ZNF728
ZNF90	ZNF708
ZNF486	ZNF716
ZNF486	ZNF722P
ZNF486	ZNF735
ZNF486	ZNF679
ZNF486	ZNF506
ZNF486	ZNF492
ZNF486	ZNF254
ZNF486	ZNF714
ZNF486	ZNF676
ZNF486	ZNF726
ZNF486	ZNF728
ZNF486	ZNF708
ZNF506	ZNF716
ZNF506	ZNF722P
ZNF506	ZNF735
ZNF506	ZNF679
ZNF506	ZNF492
ZNF506	ZNF254
ZNF506	ZNF714
ZNF506	ZNF676
ZNF506	ZNF726
ZNF506	ZNF728
ZNF506	ZNF708
ZNF492	ZNF716
ZNF492	ZNF722P
ZNF492	ZNF735
ZNF492	ZNF679
ZNF492	ZNF714
ZNF492	ZNF708
ZNF492	ZNF676
ZNF492	ZNF254
ZNF492	ZNF726
ZNF492	ZNF728
ZNF708	ZNF716
ZNF708	ZNF722P
ZNF708	ZNF735
ZNF708	ZNF679
ZNF708	ZNF714
ZNF708	ZNF254
ZNF708	ZNF676
ZNF708	ZNF726
ZNF708	ZNF728
ZNF714	ZNF716
ZNF714	ZNF722P
ZNF714	ZNF735
ZNF714	ZNF679
ZNF714	ZNF676
ZNF714	ZNF728
ZNF714	ZNF254
ZNF714	ZNF726
ZNF722P	ZNF716
ZNF722P	ZNF735
ZNF722P	ZNF679
ZNF722P	ZNF676
ZNF722P	ZNF728
ZNF722P	ZNF254
ZNF722P	ZNF726
ZNF735	ZNF716
ZNF735	ZNF679
ZNF735	ZNF676
ZNF735	ZNF728
ZNF735	ZNF254
ZNF735	ZNF726
ZNF679	ZNF716
ZNF679	ZNF676
ZNF679	ZNF728
ZNF679	ZNF254
ZNF679	ZNF726
ZNF716	ZNF676
ZNF716	ZNF728
ZNF716	ZNF254
ZNF716	ZNF726
ZNF676	ZNF728
ZNF676	ZNF254
ZNF676	ZNF726
ZNF728	ZNF254
ZNF728	ZNF726
ZNF726	ZNF254
ZNF225	ZNF221
ZNF225	ZNF284
ZNF225	ZNF224
ZNF284	ZNF221
ZNF284	ZNF224
ZNF221	ZNF224
ZNF517	ZNF713
ZNF883	ZNF460
ZNF112	AC245748.1
ZNF141	ZNF595
ZNF141	ZNF718
ZNF141	ZNF732
ZNF141	ZNF493
ZNF141	ZNF117
ZNF732	ZNF595
ZNF732	ZNF718
ZNF732	ZNF493
ZNF732	ZNF117
ZNF595	ZNF493
ZNF595	ZNF718
ZNF595	ZNF117
ZNF718	ZNF493
ZNF718	ZNF117
ZNF117	ZNF493
ZNF135	ZNF391
ZNF135	ZNF3
ZNF135	ZNF501
ZNF501	ZNF391
ZNF501	ZNF3
ZNF3	ZNF391
AC010422.6	ZNF490
ZNF283	ZNF331
ZNF93	ZNF138
ZNF93	ZNF626
ZNF626	ZNF138
RBAK-RBAKDN	ZNF12
RBAK-RBAKDN	RBAK
ZNF12	RBAK
ZIM2	ZNF696
ZNF611	ZNF600
ZNF37A	AL117339.4
ZNF354A	AC113348.2
ZNF286A	AC005324.3
ZNF519	ZNF195
ZNF519	ZNF429
ZNF429	ZNF195
AC012309.1	ZNF585A
AC012309.1	ZNF585B
ZNF585A	ZNF585B
ZNF83	ZNF880
ZNF83	ZNF528
ZNF880	ZNF528
SLC35G4	SLC35G5
SLC35G4	SLC35G3
SLC35G4	SLC35G6
SLC35G5	SLC35G3
SLC35G5	SLC35G6
SLC35G3	SLC35G6
RNF103-CHMP3	CHMP3
DEFB125	DEFB116
DEFB125	DEFB104A
DEFB125	DEFB104B
DEFB125	DEFB132
DEFB125	DEFB127
DEFB125	DEFB121
DEFB125	DEFB128
DEFB125	DEFB123
DEFB125	DEFB124
DEFB125	DEFB131A
DEFB125	DEFB131B
DEFB125	DEFB108B
DEFB125	DEFB115
DEFB125	DEFB134
DEFB125	DEFB129
DEFB125	DEFB118
DEFB125	DEFB135
DEFB116	DEFB127
DEFB116	DEFB128
DEFB116	DEFB129
DEFB116	DEFB132
DEFB116	DEFB115
DEFB116	DEFB104A
DEFB116	DEFB104B
DEFB116	DEFB121
DEFB116	DEFB123
DEFB116	DEFB124
DEFB116	DEFB131A
DEFB116	DEFB131B
DEFB116	DEFB108B
DEFB116	DEFB134
DEFB116	DEFB118
DEFB116	DEFB135
DEFB104A	DEFB127
DEFB104A	DEFB128
DEFB104A	DEFB129
DEFB104A	DEFB132
DEFB104A	DEFB115
DEFB104A	DEFB118
DEFB104A	DEFB121
DEFB104A	DEFB123
DEFB104A	DEFB124
DEFB104A	DEFB104B
DEFB104A	DEFB131A
DEFB104A	DEFB131B
DEFB104A	DEFB108B
DEFB104A	DEFB134
DEFB104A	DEFB135
DEFB104B	DEFB127
DEFB104B	DEFB128
DEFB104B	DEFB129
DEFB104B	DEFB132
DEFB104B	DEFB115
DEFB104B	DEFB118
DEFB104B	DEFB121
DEFB104B	DEFB123
DEFB104B	DEFB124
DEFB104B	DEFB131A
DEFB104B	DEFB131B
DEFB104B	DEFB108B
DEFB104B	DEFB134
DEFB104B	DEFB135
DEFB132	DEFB127
DEFB132	DEFB128
DEFB132	DEFB129
DEFB132	DEFB121
DEFB132	DEFB123
DEFB132	DEFB124
DEFB132	DEFB131A
DEFB132	DEFB131B
DEFB132	DEFB108B
DEFB132	DEFB115
DEFB132	DEFB134
DEFB132	DEFB118
DEFB132	DEFB135
DEFB127	DEFB121
DEFB127	DEFB128
DEFB127	DEFB123
DEFB127	DEFB124
DEFB127	DEFB131A
DEFB127	DEFB131B
DEFB127	DEFB108B
DEFB127	DEFB115
DEFB127	DEFB134
DEFB127	DEFB129
DEFB127	DEFB118
DEFB127	DEFB135
DEFB121	DEFB128
DEFB121	DEFB129
DEFB121	DEFB115
DEFB121	DEFB118
DEFB121	DEFB123
DEFB121	DEFB124
DEFB121	DEFB131A
DEFB121	DEFB131B
DEFB121	DEFB108B
DEFB121	DEFB134
DEFB121	DEFB135
DEFB128	DEFB123
DEFB128	DEFB124
DEFB128	DEFB131A
DEFB128	DEFB131B
DEFB128	DEFB108B
DEFB128	DEFB115
DEFB128	DEFB134
DEFB128	DEFB129
DEFB128	DEFB118
DEFB128	DEFB135
DEFB123	DEFB129
DEFB123	DEFB115
DEFB123	DEFB118
DEFB123	DEFB124
DEFB123	DEFB131A
DEFB123	DEFB131B
DEFB123	DEFB108B
DEFB123	DEFB134
DEFB123	DEFB135
DEFB124	DEFB129
DEFB124	DEFB115
DEFB124	DEFB118
DEFB124	DEFB131A
DEFB124	DEFB131B
DEFB124	DEFB108B
DEFB124	DEFB134
DEFB124	DEFB135
DEFB131A	DEFB129
DEFB131A	DEFB115
DEFB131A	DEFB118
DEFB131A	DEFB135
DEFB131A	DEFB134
DEFB131A	DEFB131B
DEFB131A	DEFB108B
DEFB131B	DEFB129
DEFB131B	DEFB115
DEFB131B	DEFB118
DEFB131B	DEFB135
DEFB131B	DEFB134
DEFB131B	DEFB108B
DEFB108B	DEFB129
DEFB108B	DEFB115
DEFB108B	DEFB118
DEFB108B	DEFB135
DEFB108B	DEFB134
DEFB115	DEFB129
DEFB115	DEFB134
DEFB115	DEFB118
DEFB115	DEFB135
DEFB134	DEFB129
DEFB134	DEFB118
DEFB134	DEFB135
DEFB129	DEFB118
DEFB129	DEFB135
DEFB118	DEFB135
ANKRD20A1	ANKRD20A2P
ANKRD20A1	ANKRD20A4P
ANKRD20A1	ANKRD20A3P
ANKRD20A3P	ANKRD20A2P
ANKRD20A3P	ANKRD20A4P
ANKRD20A2P	ANKRD20A4P
FAM95C	ANKRD18A
ANKRD30A	ANKRD30B
CSNK2A1	CSNK2A3
THAP2	AC073612.1
P2RX5-TAX1BP3	P2RX5
ZFP91	ZFP91-CNTF
ZNF653	AC008481.3
PPIA	PPIAL4E
PPIA	PPIAL4H
PPIA	PPIAL4A
PPIA	PPIAL4F
PPIA	PPIAL4C
PPIA	PPIAL4G
PPIA	PPIAL4D
PPIAL4E	PPIAL4A
PPIAL4E	PPIAL4F
PPIAL4E	PPIAL4D
PPIAL4E	PPIAL4G
PPIAL4E	PPIAL4C
PPIAL4E	PPIAL4H
PPIAL4F	PPIAL4A
PPIAL4F	PPIAL4D
PPIAL4F	PPIAL4G
PPIAL4F	PPIAL4C
PPIAL4F	PPIAL4H
PPIAL4D	PPIAL4A
PPIAL4D	PPIAL4G
PPIAL4D	PPIAL4C
PPIAL4D	PPIAL4H
PPIAL4G	PPIAL4A
PPIAL4G	PPIAL4H
PPIAL4G	PPIAL4C
PPIAL4C	PPIAL4A
PPIAL4C	PPIAL4H
PPIAL4H	PPIAL4A
AMT	AC104452.1
PPM1B	AC013717.1
FKBP1A	FKBP1C
SIRPB2	SIRPG
SIRPB2	SIRPB1
SIRPB2	SIRPD
SIRPB2	AL049634.2
SIRPB2	SIRPA
SIRPG	SIRPD
SIRPG	AL049634.2
SIRPG	SIRPB1
SIRPG	SIRPA
SIRPB1	SIRPD
SIRPB1	AL049634.2
SIRPB1	SIRPA
SIRPD	AL049634.2
SIRPD	SIRPA
AL049634.2	SIRPA
PRAME	PRAMEF13
PRAME	PRAMEF9
PRAME	PRAMEF14
PRAME	PRAMEF6
PRAME	PRAMEF18
PRAME	PRAMEF8
PRAME	PRAMEF17
PRAME	PRAMEF15
PRAME	PRAMEF4
PRAME	PRAMEF7
PRAME	PRAMEF5
PRAME	PRAMEF33
PRAME	PRAMEF10
PRAME	PRAMEF12
PRAME	PRAMEF25
PRAME	PRAMEF19
PRAME	PRAMEF20
PRAME	PRAMEF1
PRAME	PRAMEF2
PRAME	PRAMEF11
PRAME	PRAMEF27
PRAME	PRAMEF26
PRAMEF13	PRAMEF12
PRAMEF13	PRAMEF1
PRAMEF13	PRAMEF11
PRAMEF13	PRAMEF2
PRAMEF13	PRAMEF4
PRAMEF13	PRAMEF10
PRAMEF13	PRAMEF7
PRAMEF13	PRAMEF6
PRAMEF13	PRAMEF27
PRAMEF13	PRAMEF25
PRAMEF13	PRAMEF26
PRAMEF13	PRAMEF9
PRAMEF13	PRAMEF14
PRAMEF13	PRAMEF18
PRAMEF13	PRAMEF17
PRAMEF13	PRAMEF33
PRAMEF13	PRAMEF19
PRAMEF13	PRAMEF8
PRAMEF13	PRAMEF15
PRAMEF13	PRAMEF5
PRAMEF13	PRAMEF20
PRAMEF9	PRAMEF12
PRAMEF9	PRAMEF1
PRAMEF9	PRAMEF11
PRAMEF9	PRAMEF2
PRAMEF9	PRAMEF4
PRAMEF9	PRAMEF10
PRAMEF9	PRAMEF7
PRAMEF9	PRAMEF6
PRAMEF9	PRAMEF27
PRAMEF9	PRAMEF25
PRAMEF9	PRAMEF26
PRAMEF9	PRAMEF15
PRAMEF9	PRAMEF5
PRAMEF9	PRAMEF20
PRAMEF9	PRAMEF14
PRAMEF9	PRAMEF18
PRAMEF9	PRAMEF8
PRAMEF9	PRAMEF17
PRAMEF9	PRAMEF33
PRAMEF9	PRAMEF19
PRAMEF14	PRAMEF12
PRAMEF14	PRAMEF1
PRAMEF14	PRAMEF11
PRAMEF14	PRAMEF2
PRAMEF14	PRAMEF4
PRAMEF14	PRAMEF10
PRAMEF14	PRAMEF7
PRAMEF14	PRAMEF6
PRAMEF14	PRAMEF27
PRAMEF14	PRAMEF25
PRAMEF14	PRAMEF26
PRAMEF14	PRAMEF18
PRAMEF14	PRAMEF5
PRAMEF14	PRAMEF8
PRAMEF14	PRAMEF33
PRAMEF14	PRAMEF15
PRAMEF14	PRAMEF17
PRAMEF14	PRAMEF19
PRAMEF14	PRAMEF20
PRAMEF6	PRAMEF12
PRAMEF6	PRAMEF1
PRAMEF6	PRAMEF11
PRAMEF6	PRAMEF2
PRAMEF6	PRAMEF4
PRAMEF6	PRAMEF10
PRAMEF6	PRAMEF7
PRAMEF6	PRAMEF5
PRAMEF6	PRAMEF15
PRAMEF6	PRAMEF27
PRAMEF6	PRAMEF25
PRAMEF6	PRAMEF26
PRAMEF6	PRAMEF20
PRAMEF6	PRAMEF18
PRAMEF6	PRAMEF8
PRAMEF6	PRAMEF17
PRAMEF6	PRAMEF33
PRAMEF6	PRAMEF19
PRAMEF18	PRAMEF12
PRAMEF18	PRAMEF1
PRAMEF18	PRAMEF11
PRAMEF18	PRAMEF2
PRAMEF18	PRAMEF4
PRAMEF18	PRAMEF10
PRAMEF18	PRAMEF7
PRAMEF18	PRAMEF27
PRAMEF18	PRAMEF25
PRAMEF18	PRAMEF26
PRAMEF18	PRAMEF19
PRAMEF18	PRAMEF17
PRAMEF18	PRAMEF33
PRAMEF18	PRAMEF8
PRAMEF18	PRAMEF15
PRAMEF18	PRAMEF5
PRAMEF18	PRAMEF20
PRAMEF8	PRAMEF12
PRAMEF8	PRAMEF1
PRAMEF8	PRAMEF11
PRAMEF8	PRAMEF2
PRAMEF8	PRAMEF4
PRAMEF8	PRAMEF10
PRAMEF8	PRAMEF7
PRAMEF8	PRAMEF27
PRAMEF8	PRAMEF25
PRAMEF8	PRAMEF26
PRAMEF8	PRAMEF5
PRAMEF8	PRAMEF17
PRAMEF8	PRAMEF33
PRAMEF8	PRAMEF19
PRAMEF8	PRAMEF15
PRAMEF8	PRAMEF20
PRAMEF17	PRAMEF12
PRAMEF17	PRAMEF1
PRAMEF17	PRAMEF11
PRAMEF17	PRAMEF2
PRAMEF17	PRAMEF4
PRAMEF17	PRAMEF10
PRAMEF17	PRAMEF7
PRAMEF17	PRAMEF27
PRAMEF17	PRAMEF25
PRAMEF17	PRAMEF26
PRAMEF17	PRAMEF5
PRAMEF17	PRAMEF33
PRAMEF17	PRAMEF15
PRAMEF17	PRAMEF19
PRAMEF17	PRAMEF20
PRAMEF15	PRAMEF12
PRAMEF15	PRAMEF1
PRAMEF15	PRAMEF11
PRAMEF15	PRAMEF2
PRAMEF15	PRAMEF4
PRAMEF15	PRAMEF10
PRAMEF15	PRAMEF7
PRAMEF15	PRAMEF27
PRAMEF15	PRAMEF25
PRAMEF15	PRAMEF26
PRAMEF15	PRAMEF5
PRAMEF15	PRAMEF33
PRAMEF15	PRAMEF20
PRAMEF15	PRAMEF19
PRAMEF4	PRAMEF12
PRAMEF4	PRAMEF1
PRAMEF4	PRAMEF11
PRAMEF4	PRAMEF2
PRAMEF4	PRAMEF5
PRAMEF4	PRAMEF27
PRAMEF4	PRAMEF25
PRAMEF4	PRAMEF26
PRAMEF4	PRAMEF20
PRAMEF4	PRAMEF7
PRAMEF4	PRAMEF33
PRAMEF4	PRAMEF10
PRAMEF4	PRAMEF19
PRAMEF7	PRAMEF12
PRAMEF7	PRAMEF1
PRAMEF7	PRAMEF11
PRAMEF7	PRAMEF2
PRAMEF7	PRAMEF10
PRAMEF7	PRAMEF33
PRAMEF7	PRAMEF19
PRAMEF7	PRAMEF5
PRAMEF7	PRAMEF25
PRAMEF7	PRAMEF20
PRAMEF7	PRAMEF27
PRAMEF7	PRAMEF26
PRAMEF5	PRAMEF12
PRAMEF5	PRAMEF1
PRAMEF5	PRAMEF11
PRAMEF5	PRAMEF2
PRAMEF5	PRAMEF10
PRAMEF5	PRAMEF27
PRAMEF5	PRAMEF25
PRAMEF5	PRAMEF26
PRAMEF5	PRAMEF20
PRAMEF5	PRAMEF33
PRAMEF5	PRAMEF19
PRAMEF33	PRAMEF12
PRAMEF33	PRAMEF1
PRAMEF33	PRAMEF11
PRAMEF33	PRAMEF2
PRAMEF33	PRAMEF10
PRAMEF33	PRAMEF27
PRAMEF33	PRAMEF25
PRAMEF33	PRAMEF26
PRAMEF33	PRAMEF19
PRAMEF33	PRAMEF20
PRAMEF10	PRAMEF12
PRAMEF10	PRAMEF1
PRAMEF10	PRAMEF11
PRAMEF10	PRAMEF2
PRAMEF10	PRAMEF19
PRAMEF10	PRAMEF25
PRAMEF10	PRAMEF20
PRAMEF10	PRAMEF27
PRAMEF10	PRAMEF26
PRAMEF12	PRAMEF19
PRAMEF12	PRAMEF1
PRAMEF12	PRAMEF2
PRAMEF12	PRAMEF25
PRAMEF12	PRAMEF20
PRAMEF12	PRAMEF11
PRAMEF12	PRAMEF27
PRAMEF12	PRAMEF26
PRAMEF25	PRAMEF1
PRAMEF25	PRAMEF11
PRAMEF25	PRAMEF2
PRAMEF25	PRAMEF27
PRAMEF25	PRAMEF26
PRAMEF25	PRAMEF20
PRAMEF25	PRAMEF19
PRAMEF19	PRAMEF1
PRAMEF19	PRAMEF11
PRAMEF19	PRAMEF2
PRAMEF19	PRAMEF27
PRAMEF19	PRAMEF26
PRAMEF19	PRAMEF20
PRAMEF20	PRAMEF1
PRAMEF20	PRAMEF11
PRAMEF20	PRAMEF2
PRAMEF20	PRAMEF27
PRAMEF20	PRAMEF26
PRAMEF1	PRAMEF2
PRAMEF1	PRAMEF11
PRAMEF1	PRAMEF27
PRAMEF1	PRAMEF26
PRAMEF2	PRAMEF11
PRAMEF2	PRAMEF27
PRAMEF2	PRAMEF26
PRAMEF11	PRAMEF27
PRAMEF11	PRAMEF26
PRAMEF27	PRAMEF26
AL121899.2	TGM3
AL121899.2	TGM6
TGM3	TGM6
EPB42	TGM7
EPB42	TGM5
TGM5	TGM7
AL049650.1	ZNF343
ZNF487	ZNF778
ZNF491	ZNF763
ZNF491	ZNF439
ZNF491	ZNF440
ZNF491	AC008770.2
ZNF491	ZNF69
ZNF69	ZNF440
ZNF69	ZNF439
ZNF69	ZNF763
ZNF69	AC008770.2
ZNF440	ZNF763
ZNF440	ZNF439
ZNF440	AC008770.2
ZNF439	ZNF763
ZNF439	AC008770.2
ZNF763	AC008770.2
ZNF10	AC026786.1
ZNF599	ZNF264
ZNF599	ZNF805
ZNF805	ZNF264
ZNF674	KRBOX4
ZNF19	AC010547.4
ZNF177	ZNF559-ZNF177
ZNF705A	ZNF705G
ZNF705A	ZNF705B
ZNF705A	ZNF705D
